scenario,Type,.05,.01
mu: 0- eps: 0,ell_0.4_MC,0.28375,0.1975
mu: 0- eps: 0,ell_0.1_MC,0.24125,0.16
mu: 0- eps: 0,ell_0.5_MC,0.28625,0.20125
mu: 0- eps: 0,ell_0.3_MC,0.27625,0.1925
mu: 0- eps: 0,ell_0.2_MC,0.26625,0.185
