scenario,Type,.05,.01
mu: 0- eps: 0,ell_0.3_Markov,0.04125,0.01125
mu: 0- eps: 0,ell_0.2_Markov,0.04375,0.01375
mu: 0- eps: 0,ell_0.4_Markov,0.03875,0.01125
mu: 0- eps: 0,ell_0.5_Markov,0.03375,0.01
mu: 0- eps: 0,ell_0.1_Markov,0.04375,0.01375
