scenario,Type,.05,.01
mu: 0- eps: 0,ell_0.4_MC,0.06375,0.0125
mu: 0- eps: 0,ell_0.1_MC,0.0625,0.015
mu: 0- eps: 0,ell_0.5_MC,0.065,0.0125
mu: 0- eps: 0,ell_0.3_MC,0.0625,0.0125
mu: 0- eps: 0,ell_0.2_MC,0.06125,0.01375
