scenario,Type,.05,.01
mu: 0- eps: 0,ell_0.4_MC,0.04375,0.00875
mu: 0- eps: 0,ell_0.1_MC,0.05875,0.00875
mu: 0- eps: 0,ell_0.5_MC,0.03875,0.00875
mu: 0- eps: 0,ell_0.3_MC,0.0475,0.00875
mu: 0- eps: 0,ell_0.2_MC,0.05125,0.00875
