ghc,hc,bj,gbj,gnull,ggnull,cpma,score,fdr_ratio,minP,N,H0,H1,name,min_cor,avg_cor,max_cor,mu,eps,asymp,ghc-AvgFailPct,ghc-PctAllFail,gbj-AvgFailPct,gbj-PctAllFail,ggnull-AvgFailPct,ggnull-PctAllFail
6.0/495,7.0/494,5.0/497,1.0/566,3.0/548,2.0/551,10.0/284,4.0/512,8.0/436,9.0/418,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,10,detectable,0.0,0.0,0.21615625,0.0,0.0,0.0
5.5/335,5.5/335,7.0/308,1.0/382,4.0/367,2.0/371,10.0/183,3.0/368,8.0/287,9.0/273,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,10,detectable,0.0,0.0,0.24951041666666668,0.0010416666666666667,0.0,0.0
4.0/198,2.5/200,7.0/160,2.5/200,6.0/192,5.0/197,10.0/110,1.0/218,8.0/138,9.0/135,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,10,detectable,0.0,0.0,0.29960416666666667,0.0,0.0,0.0
1.0/120,2.0/119,7.0/91,6.0/110,4.5/111,4.5/111,9.0/68,3.0/117,10.0/67,8.0/69,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,10,undetectable,0.0,0.0,0.37876041666666665,0.005208333333333333,0.0,0.0
8.0/850,9.0/848,4.0/976,1.0/979,2.5/978,2.5/978,10.0/616,7.0/858,5.0/968,6.0/959,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,7,identifiable,0.0,0.0,0.23357812500000003,0.0,0.0,0.0
8.0/802,9.0/801,4.0/937,1.0/954,3.0/951,2.0/952,10.0/552,7.0/821,5.0/930,6.0/915,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,7,identifiable,0.0,0.0,0.23130208333333335,0.0,0.0,0.0
9.0/714,8.0/715,4.0/871,1.0/895,3.0/888,2.0/891,10.0/461,7.0/733,5.0/861,6.0/850,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,7,identifiable,0.0,0.0,0.24091666666666664,0.0,0.0,0.0
7.0/647,8.0/646,4.0/764,1.0/812,3.0/793,2.0/796,10.0/375,9.0/634,5.0/762,6.0/743,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,7,identifiable,0.0,0.0,0.24653645833333335,0.0,0.0,0.0
8.0/525,9.0/523,4.0/646,1.0/711,3.0/676,2.0/680,10.0/291,7.0/526,5.0/633,6.0/616,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,7,detectable,0.0,0.0,0.24883854166666666,0.0,0.0,0.0
8.0/431,9.0/430,5.0/509,1.0/567,3.0/543,2.0/547,10.0/231,7.0/441,4.0/512,6.0/493,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,7,detectable,0.0,0.0,0.2647083333333333,0.0,0.0,0.0
7.0/321,8.0/319,4.0/346,1.0/405,3.0/384,2.0/387,10.0/169,6.0/326,5.0/331,9.0/317,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,7,detectable,0.0,0.0,0.279625,0.0,0.0,0.0
5.5/232,5.5/232,8.0/214,1.0/262,3.0/248,2.0/252,10.0/116,4.0/241,7.0/215,9.0/210,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,7,detectable,0.0,0.0,0.3100677083333333,0.0,0.0,0.0
3.5/146,2.0/147,7.0/118,5.0/144,6.0/143,3.5/146,10.0/82,1.0/152,8.0/116,9.0/113,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,7,detectable,0.0,0.0,0.356453125,0.005208333333333333,0.0,0.0
2.5/90,2.5/90,7.0/68,6.0/85,5.0/86,4.0/87,8.0/60,1.0/98,9.5/58,9.5/58,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,7,undetectable,0.0,0.0,0.40876562499999997,0.010416666666666666,0.0,0.0
8.5/621,8.5/621,6.0/870,2.0/896,5.0/882,4.0/885,10.0/376,7.0/655,1.0/908,3.0/891,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,5,identifiable,0.0,0.0,0.2858385416666667,0.0,0.0,0.0
9.0/539,8.0/540,6.0/794,1.0/839,5.0/806,4.0/809,10.0/320,7.0/583,2.0/835,3.0/819,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,5,identifiable,0.0,0.0,0.29321875000000003,0.0,0.0,0.0
8.0/489,9.0/487,6.0/710,2.0/754,5.0/723,4.0/725,10.0/267,7.0/505,1.0/767,3.0/748,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,5,identifiable,0.0,0.0,0.2909583333333334,0.0,0.0,0.0
8.0/419,9.0/418,6.0/594,2.0/652,5.0/619,4.0/623,10.0/216,7.0/434,1.0/667,3.0/647,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,5,detectable,0.0,0.0,0.29764583333333333,0.0,0.0,0.0
8.0/352,9.0/351,6.0/471,2.0/532,5.0/495,4.0/502,10.0/178,7.0/361,1.0/537,3.0/520,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,5,detectable,0.0,0.0,0.3084739583333333,0.0,0.0,0.0
8.5/273,8.5/273,6.0/337,1.0/394,3.0/376,2.0/380,10.0/143,7.0/285,4.0/373,5.0/367,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,5,detectable,0.0,0.0,0.31958854166666667,0.0,0.0,0.0
8.5/205,8.5/205,6.0/227,1.0/282,5.0/257,3.0/260,10.0/102,7.0/217,2.0/263,4.0/258,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,5,detectable,0.0,0.0,0.337328125,0.0,0.0,0.0
5.0/160,6.0/158,9.0/146,1.0/187,3.0/178,2.0/183,10.0/85,7.0/157,4.0/162,8.0/155,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,5,detectable,0.0,0.0,0.362234375,0.004166666666666667,0.0,0.0
1.5/121,1.5/121,7.0/94,3.5/119,6.0/112,5.0/113,10.0/68,3.5/119,8.0/86,9.0/85,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,5,undetectable,0.0,0.0,0.38928125,0.009375,0.0,0.0
1.0/87,2.0/86,7.0/72,3.5/78,6.0/73,5.0/75,10.0/58,3.5/78,8.0/61,9.0/59,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,5,undetectable,0.0,0.0,0.42726041666666664,0.009375,0.0,0.0
8.5/314,8.5/314,6.0/657,3.0/711,5.0/669,4.0/672,10.0/167,7.0/360,1.0/765,2.0/758,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,3,identifiable,0.0,0.0,0.3529427083333333,0.0,0.0,0.0
8.0/271,9.0/270,6.0/564,3.0/623,5.0/578,4.0/583,10.0/142,7.0/294,1.0/676,2.0/673,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,3,identifiable,0.0,0.0,0.360015625,0.0,0.0,0.0
8.0/253,9.0/252,6.0/460,3.0/518,5.0/482,4.0/488,10.0/127,7.0/268,1.0/545,2.0/540,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,3,identifiable,0.0,0.0,0.36240625,0.0,0.0,0.0
8.0/221,9.0/219,6.0/367,3.0/409,5.0/385,4.0/390,10.0/100,7.0/233,1.0/469,2.0/464,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,3,detectable,0.0,0.0,0.3636979166666666,0.0020833333333333333,0.0,0.0
8.5/192,8.5/192,6.0/285,3.0/336,5.0/295,4.0/298,10.0/98,7.0/194,1.0/385,2.0/377,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,3,detectable,0.0,0.0,0.37365625,0.004166666666666667,0.0,0.0
7.0/182,8.0/181,6.0/200,3.0/245,5.0/213,4.0/216,10.0/81,9.0/167,1.0/282,2.0/275,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,3,detectable,0.0,0.0,0.379140625,0.003125,0.0,0.0
8.5/135,8.5/135,6.0/148,3.0/181,4.5/166,4.5/166,10.0/77,7.0/145,1.0/185,2.0/184,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,3,detectable,0.0,0.0,0.39278125,0.003125,0.0,0.0
2.5/120,2.5/120,9.0/90,5.0/115,7.0/111,6.0/113,10.0/62,8.0/110,1.0/121,4.0/119,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,3,detectable,0.0,0.0,0.40594791666666663,0.009375,0.0,0.0
1.5/98,1.5/98,7.0/77,3.0/97,5.0/90,4.0/92,10.0/56,6.0/84,8.0/66,9.0/65,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,3,undetectable,0.0,0.0,0.42459895833333333,0.009375,0.0,0.0
1.0/77,2.0/76,6.5/66,4.0/68,6.5/66,5.0/67,10.0/48,3.0/71,8.5/54,8.5/54,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,3,undetectable,0.0,0.0,0.4531354166666667,0.014583333333333334,0.0,0.0
8.0/186,9.0/183,4.5/480,3.0/528,6.0/477,4.5/480,10.0/95,7.0/217,1.0/622,2.0/616,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,2,identifiable,0.0,0.0,0.39653645833333334,0.0,0.0,0.0
8.0/176,9.0/175,5.0/408,3.0/461,6.0/407,4.0/410,10.0/91,7.0/198,1.0/535,2.0/532,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,2,identifiable,0.0,0.0,0.3974114583333333,0.0020833333333333333,0.0,0.0
7.0/172,8.0/170,6.0/320,3.0/369,5.0/335,4.0/343,10.0/83,9.0/169,1.0/420,2.0/411,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,2,detectable,0.0,0.0,0.3960520833333333,0.0010416666666666667,0.0,0.0
7.0/163,8.0/161,6.0/237,3.0/277,5.0/244,4.0/247,10.0/75,9.0/152,1.0/334,2.0/329,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,2,detectable,0.0,0.0,0.40155729166666665,0.0,0.0,0.0
8.0/136,8.0/136,6.0/190,3.0/226,5.0/200,4.0/202,10.0/68,8.0/136,1.0/284,2.0/282,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,2,detectable,0.0,0.0,0.406640625,0.003125,0.0,0.0
7.0/123,8.0/122,6.0/155,3.0/190,5.0/167,4.0/169,10.0/57,9.0/121,1.0/207,2.0/203,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,2,detectable,0.0,0.0,0.413890625,0.007291666666666667,0.0,0.0
8.0/100,9.0/98,6.0/113,3.0/136,5.0/131,4.0/133,10.0/55,7.0/102,1.0/146,2.0/144,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,2,detectable,0.0,0.0,0.42089583333333336,0.005208333333333333,0.0,0.0
2.5/93,2.5/93,8.0/78,1.0/97,5.0/87,4.0/88,10.0/55,6.0/85,8.0/78,8.0/78,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,2,undetectable,0.0,0.0,0.43056770833333335,0.008333333333333333,0.0,0.0
1.0/88,2.0/87,7.0/73,3.5/83,5.5/82,5.5/82,10.0/51,3.5/83,8.0/67,9.0/65,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,2,undetectable,0.0,0.0,0.44005208333333334,0.0125,0.0,0.0
1.0/75,2.0/73,6.0/61,7.0/60,4.5/63,4.5/63,8.5/53,3.0/70,10.0/52,8.5/53,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,2,undetectable,0.0,0.0,0.46078645833333337,0.016666666666666666,0.0,0.0
7.5/118,7.5/118,4.0/273,3.0/301,6.0/261,5.0/267,10.0/63,9.0/112,1.0/410,2.0/408,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,1,identifiable,0.0,0.0,0.4363645833333333,0.004166666666666667,0.0,0.0
8.5/111,8.5/111,6.0/269,3.0/312,5.0/271,4.0/276,10.0/58,7.0/114,1.0/393,2.0/390,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,1,identifiable,0.0,0.0,0.43688541666666664,0.003125,0.0,0.0
8.0/115,9.0/114,6.0/250,3.0/287,5.0/254,4.0/258,10.0/61,7.0/126,1.5/387,1.5/387,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,1,undetectable,0.0,0.0,0.43639583333333326,0.003125,0.0,0.0
7.5/118,7.5/118,6.0/212,3.0/243,5.0/218,4.0/220,10.0/56,9.0/114,1.0/331,2.0/326,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,1,identifiable,0.0,0.0,0.43666145833333336,0.00625,0.0,0.0
7.5/115,7.5/115,6.0/207,3.0/236,5.0/209,4.0/213,10.0/60,9.0/110,1.0/329,2.0/327,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,1,detectable,0.0,0.0,0.4377083333333333,0.003125,0.0,0.0
7.5/117,7.5/117,4.0/208,3.0/242,6.0/203,5.0/205,10.0/64,9.0/107,1.0/319,2.0/318,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,1,undetectable,0.0,0.0,0.43512500000000004,0.00625,0.0,0.0
7.5/107,7.5/107,6.0/176,3.0/204,5.0/177,4.0/181,10.0/53,9.0/104,1.0/258,2.0/253,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,1,detectable,0.0,0.0,0.4394895833333334,0.005208333333333333,0.0,0.0
7.5/104,7.5/104,6.0/184,3.0/212,5.0/188,4.0/191,10.0/62,9.0/94,1.0/272,2.0/270,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,1,detectable,0.0,0.0,0.43960416666666663,0.004166666666666667,0.0,0.0
8.5/104,8.5/104,4.0/187,3.0/212,6.0/183,5.0/185,10.0/61,7.0/108,1.0/272,2.0/271,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,1,undetectable,0.0,0.0,0.43990624999999994,0.00625,0.0,0.0
7.5/102,7.5/102,6.0/139,3.0/162,5.0/142,4.0/150,10.0/59,9.0/92,1.0/222,2.0/221,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,1,detectable,0.0,0.0,0.44007812500000004,0.004166666666666667,0.0,0.0
7.0/97,8.0/96,6.0/145,3.0/165,5.0/148,4.0/151,10.0/57,9.0/93,1.0/213,2.0/209,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,1,detectable,0.0,0.0,0.44292187499999996,0.008333333333333333,0.0,0.0
7.5/106,7.5/106,6.0/147,3.0/163,5.0/152,4.0/154,10.0/55,9.0/98,1.0/223,2.0/222,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,1,undetectable,0.0,0.0,0.442078125,0.005208333333333333,0.0,0.0
7.0/104,8.0/103,6.0/122,3.0/142,4.5/129,4.5/129,10.0/46,9.0/86,1.0/155,2.0/153,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,1,detectable,0.0,0.0,0.44380208333333326,0.008333333333333333,0.0,0.0
7.0/96,8.0/95,6.0/123,3.0/144,5.0/131,4.0/134,10.0/56,9.0/92,1.0/163,2.0/162,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,1,detectable,0.0,0.0,0.44421354166666666,0.008333333333333333,0.0,0.0
7.5/89,7.5/89,6.0/125,3.0/141,5.0/127,4.0/129,10.0/53,9.0/84,2.0/173,1.0/175,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,1,undetectable,0.0,0.0,0.44422916666666673,0.007291666666666667,0.0,0.0
6.5/95,6.5/95,8.0/94,3.0/115,4.5/100,4.5/100,10.0/46,9.0/85,1.0/129,2.0/127,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,1,detectable,0.0,0.0,0.44805729166666663,0.009375,0.0,0.0
7.0/91,8.0/90,6.0/106,3.0/110,4.5/109,4.5/109,10.0/48,9.0/81,1.0/122,2.0/119,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,1,undetectable,0.0,0.0,0.44678125,0.00625,0.0,0.0
7.0/89,8.0/88,6.0/102,3.0/111,4.5/107,4.5/107,10.0/57,9.0/84,2.0/116,1.0/118,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,1,undetectable,0.0,0.0,0.447671875,0.009375,0.0,0.0
4.0/88,5.0/87,7.5/81,1.0/102,3.0/89,2.0/91,10.0/50,9.0/71,6.0/84,7.5/81,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,1,undetectable,0.0,0.0,0.4497291666666666,0.010416666666666666,0.0,0.0
6.0/84,7.0/83,8.5/80,3.5/88,5.0/86,3.5/88,10.0/54,8.5/80,1.0/92,2.0/91,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,1,undetectable,0.0,0.0,0.45332812499999997,0.0125,0.0,0.0
4.5/90,4.5/90,7.0/87,3.0/93,7.0/87,7.0/87,10.0/55,9.0/81,1.0/97,2.0/95,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,1,undetectable,0.0,0.0,0.44966666666666666,0.011458333333333333,0.0,0.0
1.0/83,2.0/82,7.0/71,3.0/80,4.5/77,4.5/77,10.0/45,6.0/73,8.5/69,8.5/69,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,1,undetectable,0.0,0.0,0.45550520833333336,0.0125,0.0,0.0
1.5/83,3.0/82,6.0/70,1.5/83,4.5/79,4.5/79,10.0/47,7.0/69,8.5/68,8.5/68,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,1,undetectable,0.0,0.0,0.45792187500000003,0.0125,0.0,0.0
2.0/78,3.0/77,6.5/72,1.0/80,4.5/76,4.5/76,10.0/50,6.5/72,8.0/66,9.0/65,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,1,undetectable,0.0,0.0,0.45459374999999996,0.0125,0.0,0.0
3.0/71,4.0/70,7.0/64,1.5/72,5.5/67,5.5/67,10.0/41,1.5/72,8.0/62,9.0/61,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,1,undetectable,0.0,0.0,0.4624270833333333,0.013541666666666667,0.0,0.0
4.0/67,5.5/66,5.5/66,3.0/68,1.5/70,1.5/70,10.0/45,7.0/63,8.0/56,9.0/55,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,1,undetectable,0.0,0.0,0.462125,0.013541666666666667,0.0,0.0
1.5/71,1.5/71,3.0/67,5.0/64,6.5/63,6.5/63,10.0/48,4.0/66,8.0/59,9.0/58,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,1,undetectable,0.0,0.0,0.46418750000000003,0.0125,0.0,0.0
1.0/68,2.5/67,4.0/62,5.0/60,6.5/59,6.5/59,10.0/45,2.5/67,8.5/50,8.5/50,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,1,undetectable,0.0,0.0,0.4688177083333333,0.015625,0.0,0.0
1.0/65,2.0/64,6.0/58,7.0/57,4.5/59,4.5/59,8.0/53,3.0/62,9.0/52,10.0/51,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,1,undetectable,0.0,0.0,0.46999479166666674,0.015625,0.0,0.0
1.0/66,2.0/65,3.5/61,5.0/59,7.0/56,6.0/57,8.0/48,3.5/61,9.0/46,10.0/45,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,1,undetectable,0.0,0.0,0.46937500000000004,0.017708333333333333,0.0,0.0
7.0/972,8.0/959,6.0/993,1.5/1000,4.5/995,1.5/1000,10.0/727,9.0/925,3.0/996,4.5/995,200,5000,1000,rat,-0.69,0.0,0.77,3.255,14,identifiable,0.0,0.0,0.13635416666666667,0.0,0.0,0.0
7.0/956,8.0/932,6.0/961,2.0/997,5.0/976,1.0/998,10.0/638,9.0/863,3.0/990,4.0/985,200,5000,1000,rat,-0.69,0.0,0.77,3.088,14,identifiable,0.0,0.0,0.13241666666666665,0.0,0.0,0.0
5.0/947,7.5/913,7.5/913,1.5/994,6.0/941,1.5/994,10.0/502,9.0/769,3.0/987,4.0/975,200,5000,1000,rat,-0.69,0.0,0.77,2.912,14,identifiable,0.0,0.0,0.13694791666666667,0.0,0.0,0.0
5.0/893,7.0/839,8.0/825,2.0/972,6.0/881,1.0/976,10.0/418,9.0/657,3.0/962,4.0/946,200,5000,1000,rat,-0.69,0.0,0.77,2.724,14,identifiable,0.0,0.0,0.14160416666666667,0.0,0.0,0.0
5.0/763,6.0/665,8.0/571,2.0/873,7.0/642,1.0/883,10.0/306,9.0/492,3.0/853,4.0/823,200,5000,1000,rat,-0.69,0.0,0.77,2.522,14,identifiable,0.0,0.0,0.1459375,0.0,0.0,0.0
5.0/591,6.0/497,8.0/409,3.0/728,7.0/482,2.0/745,10.0/219,9.0/382,1.0/751,4.0/725,200,5000,1000,rat,-0.69,0.0,0.77,2.302,14,identifiable,0.0,0.0,0.17161458333333332,0.0,0.0,0.0
5.0/379,6.0/288,9.0/225,4.0/511,7.0/272,3.0/514,10.0/146,8.0/254,1.0/582,2.0/576,200,5000,1000,rat,-0.69,0.0,0.77,2.059,14,detectable,0.0,0.0,0.18717708333333333,0.0,0.0,0.0
5.0/227,6.0/188,9.0/120,4.0/305,8.0/158,3.0/307,10.0/96,7.0/169,2.0/392,1.0/394,200,5000,1000,rat,-0.69,0.0,0.77,1.783,14,detectable,0.0,0.0,0.22954166666666667,0.005208333333333333,0.0,0.0
5.0/132,6.0/111,9.0/81,4.0/165,8.0/101,3.0/177,10.0/68,7.0/103,2.0/227,1.0/235,200,5000,1000,rat,-0.69,0.0,0.77,1.456,14,detectable,0.0,0.0,0.3030208333333333,0.027083333333333334,0.0,0.0
7.0/60,8.0/58,9.0/50,5.0/68,6.0/63,3.0/76,10.0/43,4.0/69,1.0/101,2.0/98,200,5000,1000,rat,-0.69,0.0,0.77,1.029,14,detectable,0.0,0.0,0.42651041666666667,0.06666666666666667,0.0,0.0
7.0/850,8.0/780,6.0/914,1.5/987,5.0/934,3.0/986,10.0/403,9.0/672,1.5/987,4.0/983,200,5000,1000,rat,-0.69,0.0,0.77,3.255,10,identifiable,0.0,0.0,0.20851041666666667,0.0,0.0,0.0
7.0/775,8.0/676,6.0/826,2.0/978,5.0/869,1.0/980,10.0/334,9.0/581,3.0/977,4.0/964,200,5000,1000,rat,-0.69,0.0,0.77,3.088,10,identifiable,0.0,0.0,0.21366666666666667,0.0,0.0,0.0
6.0/719,8.0/607,7.0/684,2.0/932,5.0/735,1.0/937,10.0/268,9.0/470,3.0/925,4.0/908,200,5000,1000,rat,-0.69,0.0,0.77,2.912,10,identifiable,0.0,0.0,0.21180208333333334,0.0,0.0,0.0
5.0/598,8.0/480,7.0/504,4.0/858,6.0/563,3.0/865,10.0/223,9.0/367,1.0/887,2.0/875,200,5000,1000,rat,-0.69,0.0,0.77,2.724,10,identifiable,0.0,0.0,0.22226041666666668,0.0,0.0,0.0
5.0/458,7.0/355,8.0/339,3.0/744,6.0/394,4.0/736,10.0/171,9.0/273,1.0/767,2.0/757,200,5000,1000,rat,-0.69,0.0,0.77,2.522,10,identifiable,0.0,0.0,0.23155208333333335,0.0,0.0,0.0
5.0/338,7.0/235,9.0/203,4.0/561,6.0/243,3.0/567,10.0/120,8.0/215,1.0/641,2.0/627,200,5000,1000,rat,-0.69,0.0,0.77,2.302,10,detectable,0.0,0.0,0.24459375,0.0010416666666666667,0.0,0.0
5.0/254,6.0/195,9.0/136,4.0/382,7.0/170,3.0/390,10.0/95,8.0/161,1.0/470,2.0/458,200,5000,1000,rat,-0.69,0.0,0.77,2.059,10,detectable,0.0,0.0,0.27872916666666664,0.008333333333333333,0.0,0.0
5.0/141,6.5/112,9.0/80,4.0/205,8.0/101,3.0/218,10.0/71,6.5/112,1.0/306,2.0/304,200,5000,1000,rat,-0.69,0.0,0.77,1.783,10,detectable,0.0,0.0,0.31121875,0.011458333333333333,0.0,0.0
5.0/93,6.0/85,9.0/58,4.0/113,7.5/78,3.0/118,10.0/56,7.5/78,2.0/156,1.0/162,200,5000,1000,rat,-0.69,0.0,0.77,1.456,10,detectable,0.0,0.0,0.36228124999999994,0.0375,0.0,0.0
4.0/62,7.0/59,9.0/44,5.5/60,5.5/60,3.0/66,10.0/43,8.0/58,2.0/85,1.0/87,200,5000,1000,rat,-0.69,0.0,0.77,1.029,10,detectable,0.0,0.0,0.4405208333333333,0.08541666666666667,0.0,0.0
7.0/529,8.0/405,6.0/688,2.5/956,5.0/736,4.0/954,10.0/200,9.0/380,1.0/965,2.5/956,200,5000,1000,rat,-0.69,0.0,0.77,3.255,7,identifiable,0.0,0.0,0.28144791666666663,0.0,0.0,0.0
7.0/471,8.0/346,6.0/539,4.0/892,5.0/600,3.0/894,10.0/161,9.0/315,1.0/915,2.0/905,200,5000,1000,rat,-0.69,0.0,0.77,3.088,7,identifiable,0.0,0.0,0.28487500000000004,0.0,0.0,0.0
7.0/401,8.0/286,6.0/403,3.0/830,5.0/466,4.0/828,10.0/146,9.0/260,1.0/864,2.0/848,200,5000,1000,rat,-0.69,0.0,0.77,2.912,7,identifiable,0.0,0.0,0.2880104166666666,0.0,0.0,0.0
6.0/313,8.0/223,7.0/282,3.0/696,5.0/337,4.0/695,10.0/118,9.0/209,1.0/761,2.0/752,200,5000,1000,rat,-0.69,0.0,0.77,2.724,7,identifiable,0.0,0.0,0.29972916666666666,0.0,0.0,0.0
5.0/236,8.0/170,7.0/179,4.0/541,6.0/218,3.0/542,10.0/97,9.0/168,1.0/615,2.0/593,200,5000,1000,rat,-0.69,0.0,0.77,2.522,7,detectable,0.0,0.0,0.3094895833333334,0.003125,0.0,0.0
5.0/196,6.5/152,9.0/127,3.0/423,6.5/152,4.0/418,10.0/84,8.0/133,1.0/531,2.0/517,200,5000,1000,rat,-0.69,0.0,0.77,2.302,7,detectable,0.0,0.0,0.3223333333333334,0.003125,0.0,0.0
5.0/132,6.0/108,9.0/82,3.0/288,8.0/96,4.0/279,10.0/68,7.0/107,1.0/385,2.0/381,200,5000,1000,rat,-0.69,0.0,0.77,2.059,7,detectable,0.0,0.0,0.34682291666666665,0.0125,0.0,0.0
5.0/103,7.0/79,9.0/64,4.0/155,8.0/77,3.0/156,10.0/58,6.0/80,2.0/207,1.0/213,200,5000,1000,rat,-0.69,0.0,0.77,1.783,7,detectable,0.0,0.0,0.3713645833333334,0.028125,0.0,0.0
5.0/72,6.5/69,9.0/55,4.0/92,8.0/68,3.0/95,10.0/50,6.5/69,2.0/137,1.0/142,200,5000,1000,rat,-0.69,0.0,0.77,1.456,7,detectable,0.0,0.0,0.41596875,0.058333333333333334,0.0,0.0
6.0/54,7.0/53,9.0/46,5.0/56,3.5/58,3.5/58,10.0/45,8.0/51,2.0/78,1.0/83,200,5000,1000,rat,-0.69,0.0,0.77,1.029,7,undetectable,0.0,0.0,0.4704375,0.109375,0.0,0.0
7.0/265,9.0/176,6.0/400,3.0/816,5.0/445,4.0/808,10.0/114,8.0/207,1.0/873,2.0/856,200,5000,1000,rat,-0.69,0.0,0.77,3.255,5,identifiable,0.0,0.0,0.34010416666666665,0.0,0.0,0.0
7.0/255,9.0/177,6.0/347,3.0/768,5.0/390,4.0/758,10.0/106,8.0/198,1.0/839,2.0/828,200,5000,1000,rat,-0.69,0.0,0.77,3.088,5,identifiable,0.0,0.0,0.34713541666666664,0.0010416666666666667,0.0,0.0
7.0/211,9.0/155,6.0/245,3.0/681,5.0/278,4.0/667,10.0/91,8.0/158,1.0/765,2.0/758,200,5000,1000,rat,-0.69,0.0,0.77,2.912,5,identifiable,0.0,0.0,0.35096875,0.0,0.0,0.0
5.0/192,9.0/129,7.0/159,3.0/558,6.0/190,4.0/542,10.0/81,8.0/138,1.0/663,2.0/661,200,5000,1000,rat,-0.69,0.0,0.77,2.724,5,identifiable,0.0,0.0,0.35510416666666667,0.0,0.0,0.0
5.0/152,9.0/114,8.0/117,3.0/409,6.0/138,4.0/402,10.0/69,7.0/118,1.0/539,2.0/533,200,5000,1000,rat,-0.69,0.0,0.77,2.522,5,detectable,0.0,0.0,0.3649791666666667,0.003125,0.0,0.0
