,stat,type,value,H0,H1,N,mu,eps,rho1,rho2,rho3,r,theta
0,rbj,precision,0.38228815633355195,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,gbj,precision,0.6906044852004143,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,gnull,precision,0.5232757345984766,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,ggnull,precision,0.4750924503691756,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,fdr,precision,0.627,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,ghc,recall,0.5777777777777778,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,hc,recall,0.5777777777777778,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,hcs,recall,0.72,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,bj,recall,0.4183333333333333,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,rbj,recall,0.6472222222222223,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,gbj,recall,0.3572222222222223,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,gnull,recall,0.1788888888888889,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,ggnull,recall,0.295,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,fdr,recall,0.1416666666666667,500,200,1000,2.818,9,0.0,0,0.0,0.575,0.675
0,ghc,power,0.12,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,hc,power,0.12,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,hcs,power,0.095,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,bj,power,0.15,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,rbj,power,0.04,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,gbj,power,0.325,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,gnull,power,0.145,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,ggnull,power,0.145,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,cpma,power,0.05,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,score,power,0.1,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,alr,power,0.04,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,fdr,power,0.22,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,ghc,precision,0.11417783686471406,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,hc,precision,0.11417783686471406,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,hcs,precision,0.0716975432181446,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,bj,precision,0.24115049810017847,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,rbj,precision,0.10768624758173838,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,gbj,precision,0.3090549508506393,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,gnull,precision,0.048311969388864055,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,ggnull,precision,0.0474491831343101,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,fdr,precision,0.15916666666666668,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,ghc,recall,0.546,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,hc,recall,0.546,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,hcs,recall,0.643,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,bj,recall,0.48700000000000004,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,rbj,recall,0.601,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,gbj,recall,0.32400000000000007,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,gnull,recall,0.064,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,ggnull,recall,0.07200000000000001,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,fdr,recall,0.038000000000000006,500,200,1000,2.199,5,0.0,0,0.0,0.35,0.75
0,ghc,power,0.175,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,hc,power,0.175,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,hcs,power,0.1,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,bj,power,0.205,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,rbj,power,0.04,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,gbj,power,0.4,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,gnull,power,0.24,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,ggnull,power,0.24,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,cpma,power,0.08,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,score,power,0.15,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,alr,power,0.07,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,fdr,power,0.3,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,ghc,precision,0.15565050425583413,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,hc,precision,0.15565050425583413,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,hcs,precision,0.09421441129458469,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,bj,precision,0.30318567790634154,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,rbj,precision,0.1437661311956205,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,gbj,precision,0.37626849356483416,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,gnull,precision,0.12381165708791089,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,ggnull,precision,0.12263655867146551,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,fdr,precision,0.23166666666666663,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,ghc,recall,0.611,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,hc,recall,0.611,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,hcs,recall,0.706,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,bj,recall,0.522,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,rbj,recall,0.6659999999999999,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,gbj,recall,0.35800000000000004,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,gnull,recall,0.1,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,ggnull,recall,0.11,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,fdr,recall,0.062,500,200,1000,2.423,5,0.0,0,0.0,0.425,0.75
0,ghc,power,0.18,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,hc,power,0.18,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,hcs,power,0.115,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,bj,power,0.27,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,rbj,power,0.055,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,gbj,power,0.455,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,gnull,power,0.28,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,ggnull,power,0.28,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,cpma,power,0.09,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,score,power,0.17,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,alr,power,0.095,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,fdr,power,0.365,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,ghc,precision,0.2002395631134899,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,hc,precision,0.2002395631134899,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,hcs,precision,0.13262856794109512,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,bj,precision,0.3961064300894035,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,rbj,precision,0.1893885560258931,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,gbj,precision,0.4524199418109642,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,gnull,precision,0.16394949964009925,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,ggnull,precision,0.1555907828654483,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,fdr,precision,0.305,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,ghc,recall,0.633,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,hc,recall,0.633,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,hcs,recall,0.7290000000000001,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,bj,recall,0.515,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,rbj,recall,0.6920000000000001,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,gbj,recall,0.3760000000000001,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,gnull,recall,0.115,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,ggnull,recall,0.132,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,fdr,recall,0.084,500,200,1000,2.628,5,0.0,0,0.0,0.5,0.75
0,ghc,power,0.255,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,hc,power,0.255,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,hcs,power,0.13,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,bj,power,0.39,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,rbj,power,0.055,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,gbj,power,0.53,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,gnull,power,0.39,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,ggnull,power,0.39,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,cpma,power,0.11,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,score,power,0.205,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,alr,power,0.13,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,fdr,power,0.465,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,ghc,precision,0.24840241514635447,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,hc,precision,0.24840241514635447,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,hcs,precision,0.16304804925551525,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,bj,precision,0.4631132426917767,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,rbj,precision,0.23057447599258038,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,gbj,precision,0.5617771813870818,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,gnull,precision,0.2513348177801882,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,ggnull,precision,0.23906909623243158,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,fdr,precision,0.41,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,ghc,recall,0.679,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,hc,recall,0.679,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,hcs,recall,0.77,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,bj,recall,0.555,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,rbj,recall,0.737,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,gbj,recall,0.4110000000000001,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,gnull,recall,0.16200000000000003,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,ggnull,recall,0.199,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,fdr,recall,0.12100000000000001,500,200,1000,2.818,5,0.0,0,0.0,0.575,0.75
0,ghc,power,0.305,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,hc,power,0.305,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,hcs,power,0.13,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,bj,power,0.475,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,rbj,power,0.07,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,gbj,power,0.64,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,gnull,power,0.47,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,ggnull,power,0.47,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,cpma,power,0.12,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,score,power,0.235,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,alr,power,0.175,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,fdr,power,0.55,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,ghc,precision,0.2959739195182061,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,hc,precision,0.2959739195182061,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,hcs,precision,0.20059087278553858,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,bj,precision,0.536703040648555,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,rbj,precision,0.28882831640654927,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,gbj,precision,0.6360650257522151,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,gnull,precision,0.36092318974566473,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,ggnull,precision,0.330621078509793,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,fdr,precision,0.4969166666666667,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,ghc,recall,0.71,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,hc,recall,0.71,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,hcs,recall,0.8009999999999999,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,bj,recall,0.559,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,rbj,recall,0.76,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,gbj,recall,0.40900000000000003,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,gnull,recall,0.17799999999999996,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,ggnull,recall,0.237,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,fdr,recall,0.168,500,200,1000,2.997,5,0.0,0,0.0,0.65,0.75
0,ghc,power,0.09,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,hc,power,0.09,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,hcs,power,0.08,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,bj,power,0.145,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,rbj,power,0.04,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,gbj,power,0.315,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,gnull,power,0.155,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,ggnull,power,0.155,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,cpma,power,0.05,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,score,power,0.105,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,alr,power,0.055,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,fdr,power,0.24,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,ghc,precision,0.09304785980215169,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,hc,precision,0.09304785980215169,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,hcs,precision,0.06351710748581582,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,bj,precision,0.22742473234429664,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,rbj,precision,0.10218637297692361,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,gbj,precision,0.30358764136443694,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,gnull,precision,0.07026852822335981,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,ggnull,precision,0.06909363885582377,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,fdr,precision,0.17166666666666663,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,ghc,recall,0.6533333333333334,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,hc,recall,0.6533333333333334,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,hcs,recall,0.7316666666666666,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,bj,recall,0.5783333333333333,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,rbj,recall,0.6816666666666668,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,gbj,recall,0.4133333333333333,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,gnull,recall,0.08666666666666666,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,ggnull,recall,0.09166666666666666,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,fdr,recall,0.07333333333333332,500,200,1000,2.453,3,0.0,0,0.0,0.436,0.825
0,ghc,power,0.11,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,hc,power,0.11,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,hcs,power,0.09,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,bj,power,0.175,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,rbj,power,0.04,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,gbj,power,0.365,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,gnull,power,0.19,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,ggnull,power,0.19,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,cpma,power,0.07,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,score,power,0.11,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,alr,power,0.065,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,fdr,power,0.285,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,ghc,precision,0.12239362734961734,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,hc,precision,0.12239362734961734,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,hcs,precision,0.07897358111151377,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,bj,precision,0.267806600554141,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,rbj,precision,0.12681461925400256,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,gbj,precision,0.36742211750311227,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,gnull,precision,0.10101429887001323,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,ggnull,precision,0.09977293948405734,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,fdr,precision,0.22333333333333336,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,ghc,recall,0.6883333333333335,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,hc,recall,0.6883333333333335,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,hcs,recall,0.7633333333333333,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,bj,recall,0.6083333333333333,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,rbj,recall,0.725,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,gbj,recall,0.42166666666666663,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,gnull,recall,0.105,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,ggnull,recall,0.11166666666666666,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,fdr,recall,0.09666666666666666,500,200,1000,2.651,3,0.0,0,0.0,0.509,0.825
0,ghc,power,0.15,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,hc,power,0.15,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,hcs,power,0.1,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,bj,power,0.235,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,rbj,power,0.04,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,gbj,power,0.42,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,gnull,power,0.235,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,ggnull,power,0.235,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,cpma,power,0.075,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,score,power,0.115,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,alr,power,0.07,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,fdr,power,0.35,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,ghc,precision,0.15656016702212341,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,hc,precision,0.15656016702212341,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,hcs,precision,0.10144688718940134,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,bj,precision,0.34549002207701063,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,rbj,precision,0.1570112096608162,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,gbj,precision,0.450289212103685,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,gnull,precision,0.13271410341780407,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,ggnull,precision,0.12968769504937075,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,fdr,precision,0.29,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,ghc,recall,0.74,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,hc,recall,0.74,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,hcs,recall,0.8116666666666665,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,bj,recall,0.6266666666666666,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,rbj,recall,0.7766666666666667,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,gbj,recall,0.46333333333333326,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,gnull,recall,0.12666666666666665,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,ggnull,recall,0.14166666666666664,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,fdr,recall,0.12666666666666668,500,200,1000,2.835,3,0.0,0,0.0,0.582,0.825
0,ghc,power,0.175,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,hc,power,0.175,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,hcs,power,0.1,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,bj,power,0.295,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,rbj,power,0.04,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,gbj,power,0.48,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,gnull,power,0.295,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,ggnull,power,0.295,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,cpma,power,0.08,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,score,power,0.135,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,alr,power,0.09,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,fdr,power,0.42,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,ghc,precision,0.19785397248251224,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,hc,precision,0.19785397248251224,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,hcs,precision,0.1260225244167523,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,bj,precision,0.4079526059581343,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,rbj,precision,0.1875775037164544,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,gbj,precision,0.5277203580164926,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,gnull,precision,0.19045335072963204,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,ggnull,precision,0.18228063204014056,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,fdr,precision,0.36166666666666664,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,ghc,recall,0.7733333333333334,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,hc,recall,0.7733333333333334,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,hcs,recall,0.8483333333333334,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,bj,recall,0.665,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,rbj,recall,0.815,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,gbj,recall,0.48666666666666664,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,gnull,recall,0.15333333333333332,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,ggnull,recall,0.17666666666666664,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,fdr,recall,0.165,500,200,1000,3.007,3,0.0,0,0.0,0.655,0.825
0,ghc,power,0.185,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,hc,power,0.185,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,hcs,power,0.105,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,bj,power,0.34,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,rbj,power,0.04,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,gbj,power,0.525,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,gnull,power,0.355,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,ggnull,power,0.355,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,cpma,power,0.085,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,score,power,0.14,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,alr,power,0.09,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,fdr,power,0.505,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,ghc,precision,0.21686138957549872,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,hc,precision,0.21686138957549872,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,hcs,precision,0.13369766078833423,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,bj,precision,0.47655671882646816,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,rbj,precision,0.2073180766805271,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,gbj,precision,0.617725918375159,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,gnull,precision,0.2622055389531993,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,ggnull,precision,0.23687220713171564,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,fdr,precision,0.4508333333333333,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
