ghc,hc,bj,gbj,gnull,ggnull,score,fdr_ratio,minP,N,H0,H1,name,min_cor,avg_cor,max_cor,mu,eps,ghc-AvgFailPct,ghc-PctAllFail,gbj-AvgFailPct,gbj-PctAllFail,ggnull-AvgFailPct,ggnull-PctAllFail
4.0/970,6.0/897,7.0/734,2.5/973,8.0/729,1.0/979,9.0/345,2.5/973,5.0/959,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,20,0.0,0.0,0.23390624999999998,0.0,0.0,0.0
5.0/890,6.0/743,7.0/529,4.0/910,8.0/517,2.5/926,9.0/285,1.0/930,2.5/926,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,20,0.0,0.0,0.23074776785714285,0.0,0.0,0.0
5.0/816,6.0/578,7.0/361,4.0/834,8.0/348,2.0/859,9.0/236,1.0/863,3.0/845,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,20,0.0,0.0,0.24176339285714285,0.0,0.0,0.0
5.0/595,6.0/404,7.0/223,4.0/625,8.0/209,3.0/640,9.0/171,1.0/698,2.0/685,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,20,0.0,0.0,0.2577455357142857,0.0,0.0,0.0
5.0/410,6.0/250,7.0/142,4.0/497,8.0/140,3.0/533,9.0/136,1.0/618,2.0/595,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,20,0.0,0.0,0.30004464285714283,0.0,0.0,0.0
5.0/252,6.0/136,8.0/93,4.0/285,9.0/91,3.0/314,7.0/111,1.0/424,2.0/406,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,20,0.0,0.0,0.3467857142857143,0.0,0.0,0.0
5.0/118,6.0/95,8.5/84,4.0/151,8.5/84,3.0/183,7.0/91,2.0/229,1.0/241,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,20,0.0,0.0,0.4281584821428571,0.015625,0.0,0.0
5.0/78,8.0/71,8.0/71,4.0/89,8.0/71,2.5/95,6.0/73,1.0/104,2.5/95,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,20,0.0,0.0,0.537265625,0.08705357142857142,0.0,0.0
5.0/973,6.0/912,7.0/850,3.5/993,8.0/830,1.0/1000,9.0/410,2.0/995,3.5/993,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,17,0.0,0.0,0.2732142857142857,0.0,0.0,0.0
4.0/977,6.0/843,7.0/747,2.5/984,8.0/732,1.0/991,9.0/325,2.5/984,5.0/975,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,17,0.0,0.0,0.28453125,0.0,0.0,0.0
5.0/937,6.0/765,7.0/584,4.0/957,8.0/571,2.0/962,9.0/279,1.0/966,3.0/959,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,17,0.0,0.0,0.27910714285714283,0.0,0.0,0.0
5.0/828,6.0/598,7.0/410,4.0/892,8.0/404,2.0/899,9.0/225,1.0/917,3.0/897,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,17,0.0,0.0,0.2904129464285714,0.0,0.0,0.0
5.0/714,6.0/426,7.0/263,4.0/770,8.0/252,3.0/801,9.0/185,1.0/845,2.0/810,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,17,0.0,0.0,0.2974776785714286,0.0,0.0,0.0
5.0/531,6.0/303,7.0/162,4.0/584,8.0/158,3.0/607,9.0/145,1.0/667,2.0/649,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,17,0.0,0.0,0.31526785714285716,0.0,0.0,0.0
5.0/375,6.0/176,8.5/104,4.0/448,8.5/104,3.0/473,7.0/113,1.0/578,2.0/562,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,17,0.0,0.0,0.3420200892857143,0.0,0.0,0.0
5.0/196,6.0/102,8.5/89,4.0/290,8.5/89,3.0/296,7.0/100,1.0/379,2.0/361,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,17,0.0,0.0,0.3885267857142857,0.004464285714285714,0.0,0.0
5.0/104,6.0/84,8.5/75,4.0/120,8.5/75,3.0/142,7.0/80,1.0/185,2.0/183,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,17,0.0,0.0,0.4570535714285714,0.022321428571428572,0.0,0.0
5.0/75,7.5/73,7.5/73,4.0/80,7.5/73,1.0/89,7.5/73,2.5/84,2.5/84,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,17,0.0,0.0,0.550546875,0.08928571428571429,0.0,0.0
5.0/962,6.0/845,7.0/781,2.0/1000,8.0/765,2.0/1000,9.0/332,2.0/1000,4.0/988,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,15,0.0,0.0,0.315078125,0.0,0.0,0.0
5.0/941,6.0/767,7.0/662,3.5/979,8.0/638,1.0/984,9.0/274,2.0/982,3.5/979,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,15,0.0,0.0,0.31368303571428574,0.0,0.0,0.0
5.0/883,6.0/613,7.0/459,4.0/906,8.0/448,3.0/919,9.0/225,1.0/939,2.0/924,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,15,0.0,0.0,0.3165066964285715,0.0,0.0,0.0
5.0/750,6.0/491,7.0/359,4.0/819,8.0/345,1.0/854,9.0/189,2.0/848,3.0/843,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,15,0.0,0.0,0.3171651785714285,0.0,0.0,0.0
5.0/629,6.0/339,7.0/203,4.0/734,8.0/187,3.0/763,9.0/151,1.0/810,2.0/792,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,15,0.0,0.0,0.33871651785714285,0.0,0.0,0.0
5.0/448,6.0/209,8.0/116,4.0/607,9.0/111,3.0/638,7.0/127,1.0/707,2.0/683,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,15,0.0,0.0,0.35274553571428574,0.0,0.0,0.0
5.0/285,6.0/140,8.0/95,4.0/397,9.0/93,3.0/415,7.0/98,1.0/511,2.0/486,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,15,0.0,0.0,0.37808035714285715,0.002232142857142857,0.0,0.0
5.0/185,6.0/100,8.5/84,4.0/232,8.5/84,3.0/258,7.0/93,1.0/352,2.0/334,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,15,0.0,0.0,0.4292075892857143,0.006696428571428571,0.0,0.0
5.0/98,8.0/80,8.0/80,4.0/118,8.0/80,3.0/122,6.0/82,1.0/183,2.0/171,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,15,0.0,0.0,0.48462053571428576,0.03794642857142857,0.0,0.0
2.5/78,5.0/73,7.5/69,9.0/66,7.5/69,5.0/73,5.0/73,1.0/82,2.5/78,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,15,0.0,0.0,0.5579017857142857,0.10044642857142858,0.0,0.0
5.0/901,6.0/680,7.0/678,4.0/977,8.0/640,1.5/988,9.0/247,1.5/988,3.0/982,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,13,0.0,0.0,0.354609375,0.0,0.0,0.0
5.0/852,6.0/571,7.0/513,4.0/939,8.0/488,3.0/953,9.0/220,1.0/964,2.0/959,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,13,0.0,0.0,0.3585267857142857,0.0,0.0,0.0
5.0/765,6.0/457,7.0/383,4.0/875,8.0/368,3.0/883,9.0/185,1.0/912,2.0/908,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,13,0.0,0.0,0.3549441964285714,0.0,0.0,0.0
5.0/651,6.0/357,7.0/252,4.0/821,8.0/225,3.0/843,9.0/154,1.0/868,2.0/859,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,13,0.0,0.0,0.3684598214285714,0.0,0.0,0.0
5.0/502,6.0/238,7.0/156,4.0/658,8.0/149,3.0/674,9.0/131,1.0/747,2.0/736,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,13,0.0,0.0,0.3725446428571429,0.0,0.0,0.0
5.0/337,6.0/171,8.0/111,4.0/522,9.0/107,3.0/558,7.0/116,1.0/627,2.0/618,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,13,0.0,0.0,0.3971540178571429,0.0,0.0,0.0
5.0/245,6.0/127,8.5/89,4.0/345,8.5/89,3.0/381,7.0/100,1.0/453,2.0/430,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,13,0.0,0.0,0.4198883928571429,0.002232142857142857,0.0,0.0
5.0/129,7.0/80,8.5/78,4.0/218,8.5/78,3.0/232,6.0/84,1.0/319,2.0/303,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,13,0.0,0.0,0.45698660714285716,0.004464285714285714,0.0,0.0
5.0/95,6.5/78,8.5/71,4.0/111,8.5/71,3.0/120,6.5/78,1.0/162,2.0/160,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,13,0.0,0.0,0.5089285714285714,0.05133928571428571,0.0,0.0
7.0/69,4.5/71,7.0/69,9.0/64,7.0/69,2.5/73,4.5/71,1.0/75,2.5/73,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,13,0.0,0.0,0.5681026785714286,0.10044642857142858,0.0,0.0
5.0/790,8.0/473,6.0/529,3.5/966,7.0/513,3.5/966,9.0/203,1.0/977,2.0/970,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,11,0.0,0.0,0.39489955357142864,0.0,0.0,0.0
5.0/720,6.0/428,7.0/399,4.0/892,8.0/368,3.0/908,9.0/169,1.0/930,2.0/921,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,11,0.0,0.0,0.391171875,0.0,0.0,0.0
5.0/620,6.0/319,7.0/238,4.0/879,8.0/225,3.0/890,9.0/145,1.0/912,2.0/906,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,11,0.0,0.0,0.40112723214285717,0.0,0.0,0.0
5.0/502,6.0/232,7.0/209,4.0/754,8.0/203,3.0/781,9.0/140,1.0/825,2.0/808,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,11,0.0,0.0,0.4085491071428571,0.0,0.0,0.0
5.0/386,6.0/167,8.0/111,4.0/600,9.0/107,3.0/627,7.0/113,1.0/676,2.0/651,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,11,0.0,0.0,0.41515624999999995,0.0,0.0,0.0
5.0/263,6.0/138,8.5/95,4.0/453,8.5/95,3.0/488,7.0/100,1.0/564,2.0/558,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,11,0.0,0.0,0.43145089285714283,0.004464285714285714,0.0,0.0
5.0/158,6.0/95,8.5/84,4.0/308,8.5/84,3.0/319,7.0/87,1.0/410,2.0/404,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,11,0.0,0.0,0.4555022321428571,0.008928571428571428,0.0,0.0
5.0/118,6.0/80,8.5/73,4.0/220,8.5/73,3.0/232,7.0/78,1.0/285,2.0/283,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,11,0.0,0.0,0.49363839285714295,0.022321428571428572,0.0,0.0
5.0/82,8.0/71,8.0/71,4.0/102,8.0/71,3.0/113,6.0/73,2.0/133,1.0/138,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,11,0.0,0.0,0.5240290178571428,0.0625,0.0,0.0
1.0/71,7.0/64,2.5/69,8.0/62,2.5/69,5.0/66,5.0/66,5.0/66,9.0/60,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,11,0.0,0.0,0.5807142857142856,0.109375,0.0,0.0
5.0/640,8.0/267,6.0/372,4.0/906,7.0/354,3.0/924,9.0/156,1.0/928,2.0/926,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,9,0.0,0.0,0.4298325892857143,0.0,0.0,0.0
5.0/533,8.0/234,6.0/270,4.0/859,7.0/252,3.0/881,9.0/129,1.0/919,2.0/888,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,9,0.0,0.0,0.4356026785714286,0.0,0.0,0.0
5.0/428,7.0/183,6.0/187,4.0/812,8.0/171,3.0/821,9.0/129,1.0/870,2.0/848,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,9,0.0,0.0,0.44185267857142857,0.0,0.0,0.0
5.0/334,6.0/131,7.0/111,4.0/645,8.0/104,3.0/662,9.0/102,1.0/770,2.0/756,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,9,0.0,0.0,0.44636160714285716,0.0,0.0,0.0
5.0/276,6.0/120,8.0/100,4.0/598,9.0/95,3.0/604,7.0/104,1.0/689,2.0/683,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,9,0.0,0.0,0.45411830357142857,0.0,0.0,0.0
5.0/194,6.0/93,8.5/87,4.0/412,8.5/87,3.0/428,7.0/89,1.0/549,2.0/546,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,9,0.0,0.0,0.47046874999999994,0.002232142857142857,0.0,0.0
5.0/147,6.0/87,8.0/75,4.0/256,8.0/75,3.0/290,8.0/75,1.0/368,2.0/363,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,9,0.0,0.0,0.4863392857142857,0.008928571428571428,0.0,0.0
5.0/89,6.0/78,8.0/75,4.0/183,8.0/75,3.0/187,8.0/75,1.0/265,2.0/256,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,9,0.0,0.0,0.5120982142857143,0.029017857142857144,0.0,0.0
5.0/75,9.0/64,7.5/69,4.0/98,7.5/69,3.0/104,6.0/71,1.0/145,2.0/138,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,9,0.0,0.0,0.5482924107142858,0.07366071428571429,0.0,0.0
5.5/62,4.0/66,2.5/69,7.0/60,2.5/69,1.0/73,5.5/62,8.0/55,9.0/53,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,9,0.0,0.0,0.5876227678571428,0.13392857142857142,0.0,0.0
5.0/381,8.0/129,6.0/245,4.0/870,7.0/212,3.0/897,9.0/125,1.0/928,2.0/924,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,7,0.0,0.0,0.48142857142857143,0.0,0.0,0.0
5.0/350,8.0/118,6.0/176,4.0/801,7.0/160,3.0/816,9.0/111,1.0/872,2.0/868,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,7,0.0,0.0,0.48085937500000003,0.0,0.0,0.0
5.0/283,9.0/102,6.0/113,4.0/716,8.0/109,3.0/723,7.0/111,1.0/781,2.0/772,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,7,0.0,0.0,0.48598214285714286,0.0,0.0,0.0
5.0/220,7.5/95,6.0/98,4.0/620,9.0/91,3.0/645,7.5/95,1.0/700,2.0/691,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,7,0.0,0.0,0.48921875000000004,0.0,0.0,0.0
5.0/167,8.0/82,6.0/91,4.0/437,7.0/84,3.0/455,9.0/80,1.5/575,1.5/575,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,7,0.0,0.0,0.4974888392857143,0.002232142857142857,0.0,0.0
5.0/118,8.0/82,6.0/87,4.0/305,7.0/84,3.0/319,9.0/80,1.0/433,2.0/424,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,7,0.0,0.0,0.5068415178571428,0.013392857142857142,0.0,0.0
5.0/109,8.0/73,8.0/73,4.0/203,8.0/73,3.0/212,6.0/78,1.0/312,2.0/301,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,7,0.0,0.0,0.5274888392857143,0.013392857142857142,0.0,0.0
5.0/78,9.0/71,6.5/75,4.0/127,6.5/75,3.0/136,8.0/73,1.0/205,2.0/198,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,7,0.0,0.0,0.5475111607142857,0.04017857142857143,0.0,0.0
5.5/71,5.5/71,5.5/71,9.0/66,5.5/71,3.0/75,8.0/69,1.5/89,1.5/89,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,7,0.0,0.0,0.570703125,0.08928571428571429,0.0,0.0
6.5/64,4.5/66,2.0/69,8.5/58,2.0/69,2.0/69,6.5/64,4.5/66,8.5/58,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,7,0.0,0.0,0.6009821428571429,0.13839285714285715,0.0,0.0
5.0/183,9.0/82,6.0/133,4.0/763,7.0/127,3.0/781,8.0/93,1.0/870,2.0/866,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,5,0.0,0.0,0.5211383928571428,0.0,0.0,0.0
5.0/162,9.0/78,6.0/104,4.0/671,7.5/91,3.0/685,7.5/91,1.0/761,2.0/754,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,5,0.0,0.0,0.5244084821428572,0.0,0.0,0.0
5.0/122,8.5/78,7.0/80,4.0/600,8.5/78,3.0/613,6.0/89,1.0/698,2.0/687,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,5,0.0,0.0,0.5300892857142857,0.0,0.0,0.0
5.0/125,7.0/78,8.5/75,4.0/497,8.5/75,3.0/502,6.0/82,1.0/642,2.0/640,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,5,0.0,0.0,0.5349888392857143,0.0,0.0,0.0
5.0/109,7.5/75,7.5/75,4.0/361,9.0/73,3.0/383,6.0/82,1.0/502,2.0/486,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,5,0.0,0.0,0.5441071428571428,0.006696428571428571,0.0,0.0
5.0/93,9.0/71,7.5/73,3.5/250,7.5/73,3.5/250,6.0/75,1.0/354,2.0/341,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,5,0.0,0.0,0.5471316964285714,0.020089285714285716,0.0,0.0
5.0/84,8.0/71,8.0/71,4.0/160,8.0/71,3.0/176,6.0/75,1.0/252,2.0/250,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,5,0.0,0.0,0.5582477678571428,0.029017857142857144,0.0,0.0
5.5/71,7.0/69,8.5/66,4.0/109,8.5/66,3.0/116,5.5/71,1.0/156,2.0/151,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,5,0.0,0.0,0.5722767857142858,0.05580357142857143,0.0,0.0
7.5/64,7.5/64,7.5/64,4.0/71,7.5/64,3.0/82,5.0/69,1.0/91,2.0/87,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,5,0.0,0.0,0.5904017857142857,0.12723214285714285,0.0,0.0
5.5/62,2.0/66,3.5/64,7.5/60,3.5/64,1.0/69,5.5/62,7.5/60,9.0/51,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,5,0.0,0.0,0.6112500000000001,0.16071428571428573,0.0,0.0
5.0/87,9.0/71,7.5/73,4.0/587,7.5/73,3.0/598,6.0/82,1.0/720,2.0/716,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,3,0.0,0.0,0.5681361607142856,0.0,0.0,0.0
6.0/82,8.5/69,7.0/73,4.0/500,8.5/69,3.0/506,5.0/87,1.0/636,2.0/625,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,3,0.0,0.0,0.5682477678571428,0.013392857142857142,0.0,0.0
5.0/82,7.0/71,8.5/66,4.0/421,8.5/66,3.0/424,6.0/78,1.0/558,2.0/551,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,3,0.0,0.0,0.5727901785714286,0.008928571428571428,0.0,0.0
5.0/80,7.0/69,8.5/64,4.0/287,8.5/64,3.0/290,6.0/73,1.0/408,2.0/404,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,3,0.0,0.0,0.572109375,0.022321428571428572,0.0,0.0
5.0/84,9.0/64,7.5/69,3.0/252,7.5/69,4.0/250,6.0/78,2.0/359,1.0/361,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,3,0.0,0.0,0.5790624999999999,0.03571428571428571,0.0,0.0
5.0/73,6.5/69,8.5/66,3.5/176,8.5/66,3.5/176,6.5/69,2.0/265,1.0/272,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,3,0.0,0.0,0.583125,0.05580357142857143,0.0,0.0
7.5/66,7.5/66,7.5/66,4.0/136,7.5/66,3.0/140,5.0/69,1.0/200,2.0/191,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,3,0.0,0.0,0.5905691964285714,0.08705357142857142,0.0,0.0
6.5/66,6.5/66,8.5/64,4.0/87,8.5/64,3.0/100,5.0/69,1.0/120,2.0/113,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,3,0.0,0.0,0.5992968750000001,0.09598214285714286,0.0,0.0
9.0/60,5.5/64,5.5/64,8.0/62,5.5/64,3.0/69,5.5/64,1.0/84,2.0/82,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,3,0.0,0.0,0.6093080357142858,0.14508928571428573,0.0,0.0
2.5/64,5.0/62,2.5/64,7.0/51,2.5/64,6.0/60,2.5/64,8.0/44,9.0/40,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,3,0.0,0.0,0.6205245535714285,0.15848214285714285,0.0,0.0
7.5/66,7.5/66,7.5/66,3.5/281,7.5/66,3.5/281,5.0/69,2.0/397,1.0/406,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,1,0.0,0.0,0.6128236607142856,0.049107142857142856,0.0,0.0
9.0/64,7.0/66,7.0/66,4.0/212,7.0/66,3.0/218,5.0/69,2.0/287,1.0/290,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,1,0.0,0.0,0.6120982142857143,0.07366071428571429,0.0,0.0
7.5/66,7.5/66,7.5/66,3.0/189,7.5/66,4.0/185,5.0/71,2.0/254,1.0/256,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.096,1,0.0,0.0,0.6162165178571428,0.08035714285714286,0.0,0.0
5.5/66,5.5/66,8.0/64,4.0/156,8.0/64,3.0/158,8.0/64,1.5/218,1.5/218,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.896,1,0.0,0.0,0.6169196428571428,0.08928571428571429,0.0,0.0
5.5/66,9.0/62,7.5/64,4.0/116,7.5/64,3.0/122,5.5/66,1.5/169,1.5/169,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.681,1,0.0,0.0,0.6144531249999999,0.10044642857142858,0.0,0.0
6.0/66,8.5/64,6.0/66,3.5/95,6.0/66,3.5/95,8.5/64,1.0/116,2.0/111,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.448,1,0.0,0.0,0.6164955357142857,0.10491071428571429,0.0,0.0
9.0/62,7.0/64,4.5/66,7.0/64,4.5/66,3.0/73,7.0/64,1.0/80,2.0/75,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,2.189,1,0.0,0.0,0.6199888392857142,0.12276785714285714,0.0,0.0
8.5/60,3.0/66,6.5/62,8.5/60,6.5/62,2.0/69,4.5/64,1.0/71,4.5/64,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.896,1,0.0,0.0,0.6223325892857143,0.15178571428571427,0.0,0.0
7.0/60,2.0/66,4.0/64,8.0/58,4.0/64,1.0/69,4.0/64,6.0/62,9.0/55,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.548,1,0.0,0.0,0.6273549107142857,0.15178571428571427,0.0,0.0
1.5/53,3.5/51,7.5/46,9.0/40,7.5/46,5.5/49,1.5/53,3.5/51,5.5/49,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,1.095,1,0.0,0.0,0.6076450892857144,0.15401785714285715,0.0,0.0
5.0/734,6.0/225,9.0/58,2.5/1000,8.0/69,2.5/1000,7.0/171,2.5/1000,2.5/1000,400,5000,500,mouse,-0.96,0.01,0.98,3.462,20,0.0,0.0,0.33619419642857146,0.0,0.0,0.0
5.0/642,7.0/145,9.0/58,4.0/986,8.0/60,2.0/1000,6.0/154,2.0/1000,2.0/1000,400,5000,500,mouse,-0.96,0.01,0.98,3.284,20,0.0,0.0,0.34114955357142857,0.0,0.0,0.0
5.0/506,7.0/93,8.5/53,4.0/926,8.5/53,3.0/991,6.0/136,2.0/995,1.0/1000,400,5000,500,mouse,-0.96,0.01,0.98,3.096,20,0.0,0.0,0.34032366071428566,0.0,0.0,0.0
5.0/270,7.0/82,9.0/60,4.0/879,8.0/62,2.5/993,6.0/118,1.0/995,2.5/993,400,5000,500,mouse,-0.96,0.01,0.98,2.896,20,0.0,0.0,0.3501227678571429,0.0,0.0,0.0
5.0/216,7.0/89,9.0/46,4.0/674,8.0/53,3.0/841,6.0/102,2.0/886,1.0/895,400,5000,500,mouse,-0.96,0.01,0.98,2.681,20,0.0,0.0,0.357109375,0.0,0.0,0.0
5.0/111,7.0/64,8.5/51,4.0/531,8.5/51,3.0/763,6.0/93,1.0/848,2.0/845,400,5000,500,mouse,-0.96,0.01,0.98,2.448,20,0.0,0.0,0.3723772321428571,0.0,0.0,0.0
6.0/80,7.0/60,8.5/51,4.0/337,8.5/51,3.0/573,5.0/87,2.0/651,1.0/667,400,5000,500,mouse,-0.96,0.01,0.98,2.189,20,0.0,0.0,0.3995982142857143,0.004464285714285714,0.0,0.0
6.0/69,7.0/60,8.5/44,4.0/183,8.5/44,3.0/381,5.0/73,2.0/457,1.0/486,400,5000,500,mouse,-0.96,0.01,0.98,1.896,20,0.0,0.0,0.4268861607142857,0.026785714285714284,0.0,0.0
5.0/64,7.0/46,9.0/37,4.0/100,8.0/42,3.0/203,6.0/58,2.0/261,1.0/285,400,5000,500,mouse,-0.96,0.01,0.98,1.548,20,0.0,0.0,0.47988839285714285,0.12723214285714285,0.0,0.0
4.0/53,6.0/44,9.0/31,7.0/42,8.0/37,3.0/82,5.0/49,2.0/91,1.0/95,400,5000,500,mouse,-0.96,0.01,0.98,1.095,20,0.0,0.0,0.5193415178571429,0.27455357142857145,0.0,0.0
5.0/513,7.0/82,9.0/49,4.0/993,8.0/55,2.0/1000,6.0/145,2.0/1000,2.0/1000,400,5000,500,mouse,-0.96,0.01,0.98,3.462,17,0.0,0.0,0.3652232142857143,0.0,0.0,0.0
5.0/404,7.0/89,9.0/51,4.0/973,8.0/53,2.0/1000,6.0/127,2.0/1000,2.0/1000,400,5000,500,mouse,-0.96,0.01,0.98,3.284,17,0.0,0.0,0.3712053571428572,0.0,0.0,0.0
5.0/265,7.0/78,9.0/46,4.0/906,8.0/51,3.0/995,6.0/113,1.5/1000,1.5/1000,400,5000,500,mouse,-0.96,0.01,0.98,3.096,17,0.0,0.0,0.3685044642857143,0.0,0.0,0.0
5.0/149,7.0/69,9.0/46,4.0/814,8.0/53,3.0/977,6.0/109,2.0/986,1.0/988,400,5000,500,mouse,-0.96,0.01,0.98,2.896,17,0.0,0.0,0.3779352678571429,0.0,0.0,0.0
5.0/120,7.0/64,9.0/46,4.0/678,8.0/51,3.0/877,6.0/100,2.0/917,1.0/921,400,5000,500,mouse,-0.96,0.01,0.98,2.681,17,0.0,0.0,0.3905245535714285,0.0,0.0,0.0
6.0/82,7.0/60,9.0/40,4.0/475,8.0/49,3.0/729,5.0/91,2.0/787,1.0/801,400,5000,500,mouse,-0.96,0.01,0.98,2.448,17,0.0,0.0,0.3994419642857143,0.0,0.0,0.0
5.0/87,7.0/53,8.5/40,4.0/265,8.5/40,3.0/448,6.0/78,2.0/522,1.0/531,400,5000,500,mouse,-0.96,0.01,0.98,2.189,17,0.0,0.0,0.4177901785714286,0.008928571428571428,0.0,0.0
