ghc,hc,bj,gbj,gnull,ggnull,score,fdr_ratio,minP,N,H0,H1,name,min_cor,avg_cor,max_cor,mu,eps,ghc-AvgFailPct,ghc-PctAllFail,gbj-AvgFailPct,gbj-PctAllFail,ggnull-AvgFailPct,ggnull-PctAllFail
4.0/62,7.0/58,7.0/58,9.0/49,7.0/58,3.0/64,5.0/60,1.0/91,2.0/89,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,1.548,3,0.0,0.0,0.6481473214285715,0.34598214285714285,0.0,0.0
1.0/62,5.0/58,5.0/58,9.0/37,5.0/58,7.0/55,2.5/60,2.5/60,8.0/53,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,1.095,3,0.0,0.0,0.656875,0.4017857142857143,0.0,0.0
5.0/64,7.5/60,7.5/60,4.0/263,7.5/60,3.0/341,7.5/60,2.0/412,1.0/417,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,3.462,1,0.0,0.0,0.6485267857142857,0.109375,0.0,0.0
5.0/66,7.5/60,7.5/60,4.0/216,7.5/60,3.0/270,7.5/60,1.0/341,2.0/337,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,3.284,1,0.0,0.0,0.6492745535714286,0.16294642857142858,0.0,0.0
5.0/66,7.5/60,7.5/60,4.0/203,7.5/60,3.0/252,7.5/60,2.0/332,1.0/337,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,3.096,1,0.0,0.0,0.6503683035714286,0.17410714285714285,0.0,0.0
5.0/66,7.5/60,7.5/60,4.0/162,7.5/60,3.0/214,7.5/60,1.0/256,2.0/252,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,2.896,1,0.0,0.0,0.6518415178571428,0.19866071428571427,0.0,0.0
5.0/64,7.0/58,8.5/55,4.0/107,8.5/55,3.0/147,6.0/60,1.5/191,1.5/191,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,2.681,1,0.0,0.0,0.6520424107142857,0.25,0.0,0.0
5.0/62,8.0/58,8.0/58,4.0/66,8.0/58,3.0/104,6.0/60,1.0/138,2.0/136,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,2.448,1,0.0,0.0,0.6524888392857143,0.3169642857142857,0.0,0.0
4.5/64,8.0/58,8.0/58,4.5/64,8.0/58,3.0/93,6.0/60,1.0/116,2.0/109,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,2.189,1,0.0,0.0,0.6541071428571429,0.328125,0.0,0.0
4.0/64,7.0/58,7.0/58,9.0/49,7.0/58,3.0/75,5.0/60,1.0/87,2.0/82,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,1.896,1,0.0,0.0,0.6552901785714287,0.36160714285714285,0.0,0.0
1.5/64,7.0/58,7.0/58,9.0/42,7.0/58,4.0/60,4.0/60,1.5/64,4.0/60,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,1.548,1,0.0,0.0,0.6566852678571429,0.39732142857142855,0.0,0.0
2.5/51,4.5/49,6.5/46,9.0/26,6.5/46,8.0/42,4.5/49,2.5/51,1.0/53,400,5000,500,norm_sig:1.1,0.11,0.3,0.66,1.095,1,0.0,0.0,0.6462946428571429,0.39285714285714285,0.0,0.0
5.0/970,6.0/823,7.0/582,3.5/991,8.0/573,1.0/997,9.0/270,2.0/993,3.5/991,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,20,0.0,0.0,0.32583705357142856,0.0,0.0,0.0
5.0/957,6.0/743,7.0/482,4.0/964,8.0/475,2.0/975,9.0/238,1.0/977,3.0/970,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,20,0.0,0.0,0.3262276785714286,0.0,0.0,0.0
5.0/906,6.0/604,7.0/316,4.0/915,8.0/303,2.0/955,9.0/203,1.0/957,3.0/953,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,20,0.0,0.0,0.3274107142857143,0.0,0.0,0.0
5.0/783,6.0/475,7.0/205,4.0/823,8.0/203,3.0/879,9.0/174,1.0/915,2.0/892,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,20,0.0,0.0,0.3335044642857143,0.0,0.0,0.0
5.0/640,6.0/274,8.5/120,4.0/736,8.5/120,3.0/814,7.0/147,1.0/854,2.0/852,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,20,0.0,0.0,0.35202008928571427,0.0,0.0,0.0
5.0/491,6.0/209,8.5/95,4.0/578,8.5/95,3.0/640,7.0/118,1.0/689,2.0/683,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,20,0.0,0.0,0.3685714285714286,0.0,0.0,0.0
5.0/308,6.0/129,8.5/78,4.0/430,8.5/78,3.0/497,7.0/102,1.0/587,2.0/571,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,20,0.0,0.0,0.3936160714285714,0.0,0.0,0.0
5.0/183,7.0/89,8.5/64,4.0/247,8.5/64,3.0/303,6.0/93,1.0/359,2.0/352,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,20,0.0,0.0,0.4404910714285714,0.004464285714285714,0.0,0.0
5.0/93,7.0/71,8.5/66,4.0/129,8.5/66,3.0/160,6.0/73,1.0/220,2.0/218,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,20,0.0,0.0,0.513046875,0.04241071428571429,0.0,0.0
6.0/69,8.5/66,6.0/69,4.0/80,6.0/69,3.0/100,8.5/66,2.0/113,1.0/118,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,20,0.0,0.0,0.5843973214285715,0.17633928571428573,0.0,0.0
5.0/921,6.0/651,7.0/470,3.0/986,8.0/453,1.5/993,9.0/234,1.5/993,4.0/984,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,17,0.0,0.0,0.37258928571428573,0.0,0.0,0.0
5.0/881,6.0/558,7.0/352,4.0/930,8.0/345,3.0/959,9.0/191,1.0/973,2.0/964,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,17,0.0,0.0,0.37277901785714285,0.0,0.0,0.0
5.0/770,6.0/412,7.0/229,4.0/895,8.0/223,3.0/935,9.0/160,1.0/955,2.0/944,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,17,0.0,0.0,0.3813169642857143,0.0,0.0,0.0
5.0/674,6.0/279,8.5/138,4.0/805,8.5/138,3.0/872,7.0/147,1.0/915,2.0/904,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,17,0.0,0.0,0.3862946428571429,0.0,0.0,0.0
5.0/526,6.0/212,8.0/100,4.0/683,9.0/98,3.0/754,7.0/125,1.0/808,2.0/796,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,17,0.0,0.0,0.39334821428571426,0.0,0.0,0.0
5.0/370,6.0/154,8.0/89,4.0/533,9.0/87,3.0/578,7.0/109,1.0/667,2.0/651,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,17,0.0,0.0,0.4036049107142857,0.0,0.0,0.0
5.0/254,6.0/109,8.5/78,4.0/379,8.5/78,3.0/433,7.0/104,1.0/526,2.0/522,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,17,0.0,0.0,0.4375,0.0,0.0,0.0
5.0/151,6.0/82,8.5/66,4.0/225,8.5/66,3.0/254,7.0/80,1.0/345,2.0/343,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,17,0.0,0.0,0.47743303571428575,0.017857142857142856,0.0,0.0
5.0/89,6.5/71,8.5/69,4.0/111,8.5/69,3.0/145,6.5/71,1.5/189,1.5/189,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,17,0.0,0.0,0.5371428571428571,0.06696428571428571,0.0,0.0
4.0/75,9.0/62,7.5/64,5.5/69,7.5/64,3.0/87,5.5/69,2.0/95,1.0/98,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,17,0.0,0.0,0.5960379464285713,0.17410714285714285,0.0,0.0
5.0/859,6.0/475,7.0/372,4.0/939,8.0/361,2.5/975,9.0/189,1.0/982,2.5/975,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,15,0.0,0.0,0.3986160714285714,0.0,0.0,0.0
5.0/805,6.0/381,7.0/220,4.0/928,8.0/207,3.0/948,9.0/167,1.0/959,2.0/953,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,15,0.0,0.0,0.40651785714285715,0.0,0.0,0.0
5.0/696,6.0/316,7.0/196,4.0/866,8.0/185,3.0/926,9.0/156,1.0/955,2.0/939,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,15,0.0,0.0,0.4108035714285715,0.0,0.0,0.0
5.0/560,6.0/223,8.5/107,4.0/779,8.5/107,3.0/823,7.0/131,1.0/883,2.0/870,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,15,0.0,0.0,0.41575892857142854,0.0,0.0,0.0
5.0/439,6.0/165,8.5/78,4.0/616,8.5/78,3.0/667,7.0/120,1.0/734,2.0/732,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,15,0.0,0.0,0.4202678571428571,0.0,0.0,0.0
5.0/287,6.0/102,8.5/73,4.0/500,8.5/73,3.0/560,7.0/95,1.0/645,2.0/631,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,15,0.0,0.0,0.4348883928571428,0.0,0.0,0.0
5.0/203,6.0/89,8.5/69,4.0/330,8.5/69,3.0/388,7.0/82,1.0/504,2.0/491,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,15,0.0,0.0,0.4668303571428571,0.004464285714285714,0.0,0.0
5.0/118,6.0/80,8.5/73,4.0/196,8.5/73,3.0/234,7.0/75,2.0/312,1.0/314,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,15,0.0,0.0,0.5043749999999999,0.029017857142857144,0.0,0.0
5.0/98,7.0/69,8.5/64,4.0/107,8.5/64,3.0/127,6.0/73,1.0/185,2.0/183,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,15,0.0,0.0,0.5534486607142857,0.09375,0.0,0.0
5.0/66,7.0/64,7.0/64,9.0/62,7.0/64,3.0/71,4.0/69,1.5/89,1.5/89,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,15,0.0,0.0,0.6042633928571429,0.17633928571428573,0.0,0.0
5.0/772,6.0/296,7.0/229,4.0/937,8.0/218,3.0/959,9.0/149,1.0/982,2.0/975,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,13,0.0,0.0,0.4359821428571428,0.0,0.0,0.0
5.0/683,6.0/283,7.0/198,4.0/899,8.0/191,3.0/939,9.0/147,1.0/959,2.0/953,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,13,0.0,0.0,0.43453125000000004,0.0,0.0,0.0
5.0/551,6.0/194,8.0/116,4.0/808,9.0/113,3.0/839,7.0/122,1.0/888,2.0/879,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,13,0.0,0.0,0.4384263392857143,0.0,0.0,0.0
5.0/450,6.0/162,8.5/93,4.0/689,8.5/93,3.0/763,7.0/116,1.0/837,2.0/823,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,13,0.0,0.0,0.44607142857142856,0.0,0.0,0.0
5.0/343,6.0/122,8.5/73,4.0/584,8.5/73,3.0/676,7.0/100,1.0/754,2.0/738,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,13,0.0,0.0,0.4565290178571429,0.0,0.0,0.0
5.0/232,6.0/95,8.5/73,4.0/448,8.5/73,3.0/513,7.0/84,1.0/640,2.0/622,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,13,0.0,0.0,0.47219866071428573,0.0,0.0,0.0
5.0/151,6.5/80,8.5/71,4.0/312,8.5/71,3.0/359,6.5/80,2.0/459,1.0/462,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,13,0.0,0.0,0.49422991071428574,0.008928571428571428,0.0,0.0
5.0/118,7.0/73,8.5/64,4.0/183,8.5/64,3.0/223,6.0/75,1.0/323,2.0/319,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,13,0.0,0.0,0.5279575892857143,0.024553571428571428,0.0,0.0
5.0/78,7.0/69,7.0/69,4.0/98,7.0/69,3.0/125,9.0/66,2.0/160,1.0/165,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,13,0.0,0.0,0.5687165178571428,0.078125,0.0,0.0
5.0/66,6.0/64,7.5/62,9.0/58,7.5/62,3.0/71,4.0/69,2.0/82,1.0/89,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,13,0.0,0.0,0.6090290178571429,0.21651785714285715,0.0,0.0
5.0/587,8.0/147,6.0/162,4.0/944,7.0/151,3.0/959,9.0/145,1.0/977,2.0/975,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,11,0.0,0.0,0.470390625,0.0,0.0,0.0
5.0/504,6.0/131,8.5/116,4.0/832,8.5/116,3.0/879,7.0/125,1.0/901,2.0/888,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,11,0.0,0.0,0.47438616071428574,0.0,0.0,0.0
5.0/435,6.0/127,8.5/95,4.0/763,8.5/95,3.0/812,7.0/111,1.0/857,2.0/843,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,11,0.0,0.0,0.47206473214285716,0.0,0.0,0.0
5.0/337,6.0/100,8.5/71,4.0/631,8.5/71,3.0/700,7.0/98,1.0/787,2.0/772,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,11,0.0,0.0,0.4814174107142857,0.0,0.0,0.0
5.0/250,6.0/91,8.5/69,4.0/540,8.5/69,3.0/616,7.0/89,1.0/687,2.0/683,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,11,0.0,0.0,0.4901004464285714,0.0,0.0,0.0
5.0/178,6.0/84,8.5/69,4.0/372,8.5/69,3.0/450,7.0/78,1.0/542,2.0/520,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,11,0.0,0.0,0.4993415178571428,0.006696428571428571,0.0,0.0
5.0/118,7.0/71,8.5/69,4.0/276,8.5/69,3.0/319,6.0/73,2.0/441,1.0/448,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,11,0.0,0.0,0.5264397321428571,0.013392857142857142,0.0,0.0
5.0/98,6.5/71,8.5/64,4.0/147,8.5/64,3.0/185,6.5/71,2.0/270,1.0/274,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,11,0.0,0.0,0.5545424107142857,0.044642857142857144,0.0,0.0
5.5/69,8.0/66,8.0/66,4.0/84,8.0/66,3.0/104,5.5/69,2.0/154,1.0/158,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,11,0.0,0.0,0.5848995535714285,0.09151785714285714,0.0,0.0
3.0/69,8.0/62,6.5/64,9.0/53,6.5/64,4.5/66,4.5/66,1.5/73,1.5/73,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,11,0.0,0.0,0.6196651785714286,0.21875,0.0,0.0
5.0/401,8.5/91,7.0/98,4.0/897,8.5/91,3.0/926,6.0/118,1.0/950,2.0/941,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,9,0.0,0.0,0.5037834821428572,0.0,0.0,0.0
5.0/308,9.0/87,7.0/93,4.0/805,8.0/91,3.0/843,6.0/109,1.0/919,2.0/901,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,9,0.0,0.0,0.5065736607142857,0.0,0.0,0.0
5.0/287,7.0/84,8.5/73,4.0/687,8.5/73,3.0/747,6.0/95,1.5/816,1.5/816,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,9,0.0,0.0,0.5109709821428571,0.0,0.0,0.0
5.0/220,6.5/84,8.5/71,4.0/613,8.5/71,3.0/671,6.5/84,1.0/754,2.0/738,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,9,0.0,0.0,0.5147433035714286,0.0,0.0,0.0
5.0/147,7.0/73,8.5/66,4.0/479,8.5/66,3.0/564,6.0/78,1.0/645,2.0/642,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,9,0.0,0.0,0.5220758928571428,0.004464285714285714,0.0,0.0
5.0/113,6.0/75,8.5/69,4.0/330,8.5/69,3.0/397,7.0/73,1.0/493,2.0/479,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,9,0.0,0.0,0.5392857142857144,0.008928571428571428,0.0,0.0
5.0/93,7.0/71,8.5/69,4.0/234,8.5/69,3.0/279,6.0/73,1.0/375,2.0/372,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,9,0.0,0.0,0.553359375,0.022321428571428572,0.0,0.0
5.0/75,6.5/69,8.5/64,4.0/136,8.5/64,3.0/171,6.5/69,1.0/238,2.0/234,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,9,0.0,0.0,0.5676897321428572,0.06473214285714286,0.0,0.0
5.0/73,9.0/60,7.5/64,4.0/84,7.5/64,3.0/95,6.0/66,2.0/125,1.0/129,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,9,0.0,0.0,0.6003794642857143,0.14508928571428573,0.0,0.0
4.0/66,8.0/60,6.5/62,9.0/55,6.5/62,2.5/69,5.0/64,2.5/69,1.0/71,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,9,0.0,0.0,0.6273660714285715,0.22991071428571427,0.0,0.0
5.0/229,9.0/71,7.5/73,4.0/857,7.5/73,3.0/906,6.0/89,1.0/924,2.0/912,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,7,0.0,0.0,0.5358147321428571,0.0,0.0,0.0
5.0/185,7.0/71,8.5/69,4.0/727,8.5/69,3.0/781,6.0/87,1.5/848,1.5/848,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,7,0.0,0.0,0.5425892857142857,0.0,0.0,0.0
5.0/160,7.0/73,8.5/64,4.0/613,8.5/64,3.0/667,6.0/78,1.5/738,1.5/738,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,7,0.0,0.0,0.5466294642857144,0.002232142857142857,0.0,0.0
5.0/129,7.0/73,8.5/71,4.0/484,8.5/71,3.0/537,6.0/78,2.0/662,1.0/667,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,7,0.0,0.0,0.5481361607142857,0.004464285714285714,0.0,0.0
5.0/98,8.0/69,8.0/69,4.0/390,8.0/69,3.0/453,6.0/75,1.5/578,1.5/578,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,7,0.0,0.0,0.5562834821428572,0.006696428571428571,0.0,0.0
5.0/93,7.0/69,8.5/66,4.0/319,8.5/66,3.0/375,6.0/71,1.0/468,2.0/464,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,7,0.0,0.0,0.5706696428571428,0.015625,0.0,0.0
5.0/71,6.5/69,8.5/62,4.0/174,8.5/62,3.0/209,6.5/69,2.0/312,1.0/314,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,7,0.0,0.0,0.5748214285714285,0.029017857142857144,0.0,0.0
5.0/71,9.0/62,7.5/64,4.0/118,7.5/64,3.0/154,6.0/69,2.0/207,1.0/212,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,7,0.0,0.0,0.5928459821428572,0.09821428571428571,0.0,0.0
5.5/69,9.0/62,7.5/64,4.0/80,7.5/64,3.0/98,5.5/69,1.5/127,1.5/127,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,7,0.0,0.0,0.6077790178571428,0.15178571428571427,0.0,0.0
5.0/62,7.0/58,7.0/58,9.0/49,7.0/58,2.0/66,2.0/66,4.0/64,2.0/66,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,7,0.0,0.0,0.6324218750000001,0.25223214285714285,0.0,0.0
5.0/100,8.0/66,8.0/66,4.0/761,8.0/66,3.0/785,6.0/82,1.0/841,2.0/839,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,5,0.0,0.0,0.5721763392857143,0.0,0.0,0.0
5.0/104,7.0/69,8.5/66,4.0/613,8.5/66,3.0/658,6.0/82,1.5/763,1.5/763,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,5,0.0,0.0,0.5778125000000001,0.006696428571428571,0.0,0.0
5.0/87,8.0/64,8.0/64,4.0/526,8.0/64,3.0/569,6.0/75,2.0/671,1.0/674,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,5,0.0,0.0,0.5751004464285714,0.002232142857142857,0.0,0.0
5.0/82,7.0/69,8.5/66,4.0/439,8.5/66,3.0/497,6.0/78,2.0/591,1.0/609,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,5,0.0,0.0,0.5792410714285714,0.006696428571428571,0.0,0.0
5.0/80,8.0/64,8.0/64,4.0/321,8.0/64,3.0/366,6.0/71,2.0/457,1.0/462,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,5,0.0,0.0,0.5888839285714286,0.026785714285714284,0.0,0.0
5.0/71,8.0/60,8.0/60,4.0/220,8.0/60,3.0/265,6.0/69,1.0/325,2.0/321,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,5,0.0,0.0,0.5955133928571428,0.05803571428571429,0.0,0.0
6.0/69,9.0/60,7.5/64,4.0/133,7.5/64,3.0/176,5.0/73,2.0/254,1.0/261,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,5,0.0,0.0,0.6046874999999999,0.07589285714285714,0.0,0.0
5.0/69,9.0/62,7.5/64,4.0/98,7.5/64,3.0/125,6.0/66,2.0/180,1.0/183,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,5,0.0,0.0,0.6155915178571428,0.14508928571428573,0.0,0.0
4.0/69,8.5/60,6.5/64,8.5/60,6.5/64,3.0/89,5.0/66,1.0/102,2.0/98,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,5,0.0,0.0,0.626796875,0.19866071428571427,0.0,0.0
7.5/55,5.5/58,3.5/62,9.0/51,3.5/62,1.0/73,2.0/64,7.5/55,5.5/58,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,5,0.0,0.0,0.6397098214285715,0.2611607142857143,0.0,0.0
5.5/73,9.0/60,7.5/62,4.0/560,7.5/62,3.0/613,5.5/73,1.5/712,1.5/712,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,3,0.0,0.0,0.6051450892857143,0.004464285714285714,0.0,0.0
5.0/73,8.0/62,8.0/62,4.0/515,8.0/62,3.0/566,6.0/71,1.0/680,2.0/676,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,3,0.0,0.0,0.6053236607142857,0.004464285714285714,0.0,0.0
5.5/69,8.0/60,8.0/60,4.0/397,8.0/60,3.0/439,5.5/69,2.0/546,1.0/551,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,3,0.0,0.0,0.6129464285714287,0.011160714285714286,0.0,0.0
5.5/66,9.0/58,7.5/60,4.0/287,7.5/60,3.0/339,5.5/66,1.5/455,1.5/455,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,3,0.0,0.0,0.6114285714285713,0.033482142857142856,0.0,0.0
5.0/69,9.0/58,7.5/60,4.0/200,7.5/60,3.0/243,6.0/66,1.5/357,1.5/357,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,3,0.0,0.0,0.6180245535714286,0.04241071428571429,0.0,0.0
6.0/62,8.0/60,8.0/60,4.0/147,8.0/60,3.0/160,5.0/69,2.0/232,1.0/234,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,3,0.0,0.0,0.6218750000000001,0.09151785714285714,0.0,0.0
6.0/64,9.0/58,7.5/60,4.0/113,7.5/60,3.0/138,5.0/66,2.0/183,1.0/187,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,3,0.0,0.0,0.6259486607142858,0.14955357142857142,0.0,0.0
6.0/62,9.0/58,7.5/60,4.0/75,7.5/60,3.0/100,5.0/66,2.0/127,1.0/131,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,3,0.0,0.0,0.6313281249999999,0.18526785714285715,0.0,0.0
5.0/64,7.0/60,7.0/60,9.0/51,7.0/60,2.0/78,4.0/66,1.0/80,3.0/75,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,3,0.0,0.0,0.6388504464285715,0.22544642857142858,0.0,0.0
5.5/58,5.5/58,3.5/60,9.0/44,3.5/60,2.0/64,1.0/66,8.0/46,7.0/49,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,3,0.0,0.0,0.6480245535714285,0.2924107142857143,0.0,0.0
6.0/62,8.0/58,8.0/58,4.0/261,8.0/58,3.0/308,5.0/66,2.0/386,1.0/392,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.462,1,0.0,0.0,0.6405468750000001,0.10267857142857142,0.0,0.0
6.0/62,9.0/58,7.5/60,4.0/223,7.5/60,3.0/254,5.0/64,2.0/321,1.0/325,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.284,1,0.0,0.0,0.6422767857142857,0.10044642857142858,0.0,0.0
6.0/62,9.0/58,7.5/60,4.0/196,7.5/60,3.0/225,5.0/66,2.0/290,1.0/296,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,3.096,1,0.0,0.0,0.6409151785714285,0.12276785714285714,0.0,0.0
7.5/58,7.5/58,7.5/58,4.0/154,7.5/58,3.0/180,5.0/66,1.5/243,1.5/243,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.896,1,0.0,0.0,0.6416852678571429,0.14285714285714285,0.0,0.0
8.5/58,8.5/58,6.5/60,4.0/98,6.5/60,3.0/120,5.0/64,2.0/147,1.0/160,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.681,1,0.0,0.0,0.6428348214285714,0.19642857142857142,0.0,0.0
9.0/55,8.0/58,6.5/60,4.0/75,6.5/60,3.0/104,5.0/64,2.0/111,1.0/113,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.448,1,0.0,0.0,0.6446875000000001,0.19866071428571427,0.0,0.0
7.0/60,9.0/58,7.0/60,4.0/69,7.0/60,3.0/89,5.0/64,2.0/93,1.0/104,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,2.189,1,0.0,0.0,0.6472544642857143,0.24107142857142858,0.0,0.0
6.5/58,6.5/58,6.5/58,9.0/55,6.5/58,1.0/80,4.0/62,3.0/73,2.0/75,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.896,1,0.0,0.0,0.6481361607142857,0.2700892857142857,0.0,0.0
5.0/58,5.0/58,5.0/58,9.0/49,5.0/58,1.0/73,2.0/62,8.0/53,5.0/58,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.548,1,0.0,0.0,0.6500781250000001,0.26339285714285715,0.0,0.0
3.5/46,7.0/42,7.0/42,9.0/29,7.0/42,5.0/44,1.5/49,1.5/49,3.5/46,400,5000,500,norm_sig:1.2,0.06,0.22,0.65,1.095,1,0.0,0.0,0.6344866071428571,0.2767857142857143,0.0,0.0
1.5/1000,6.0/977,7.0/935,3.0/997,8.0/933,1.5/1000,9.0/580,4.5/995,4.5/995,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.462,20,0.0,0.0,0.22837053571428573,0.0,0.0,0.0
2.5/993,6.0/950,7.0/854,4.0/991,8.0/845,1.0/995,9.0/450,2.5/993,5.0/988,400,5000,500,norm_sig:1.3,0.04,0.15,0.64,3.284,20,0.0,0.0,0.22483258928571428,0.0,0.0,0.0
