eps,mu,Type,power,r
0,0.0,ggnull,52.699999999999996,1
0,0.0,ghc,51.3,2
0,0.0,ghcFull,51.166666666666664,3
0,0.0,minP,49.93333333333334,4-5
0,0.0,fdr,49.93333333333334,4-5
0,0.0,hc,49.833333333333336,6
0,0.0,score,49.53333333333333,7
0,0.0,bj,48.43333333333334,8
0,0.0,gnull,46.6,9
10,2.444,ggnull,458.2,1
10,2.444,ghcFull,405.0,2
10,2.444,fdr,371.90000000000003,3
10,2.444,ghc,368.5333333333333,4
10,2.444,minP,361.3,5
10,2.444,gnull,361.23333333333335,6
10,2.444,hc,340.8666666666667,7
10,2.444,bj,326.0,8
10,2.444,score,255.86666666666667,9
10,2.556,ggnull,539.9000000000001,1
10,2.556,ghcFull,478.8,2
10,2.556,fdr,437.66666666666663,3
10,2.556,gnull,433.0,4
10,2.556,ghc,429.96666666666664,5
10,2.556,minP,425.0333333333333,6
10,2.556,hc,398.9666666666667,7
10,2.556,bj,398.76666666666665,8
10,2.556,score,285.5,9
12,2.444,ggnull,535.0333333333334,1
12,2.444,ghcFull,468.76666666666665,2
12,2.444,ghc,454.8333333333333,3
12,2.444,gnull,448.7333333333333,4
12,2.444,hc,429.43333333333334,5
12,2.444,fdr,424.3666666666667,6
12,2.444,minP,411.6666666666667,7
12,2.444,bj,410.3666666666667,8
12,2.444,score,327.6,9
12,2.556,ggnull,626.5333333333334,1
12,2.556,ghcFull,554.6666666666666,2
12,2.556,ghc,531.3333333333334,3
12,2.556,gnull,529.6333333333333,4
12,2.556,hc,499.06666666666666,5
12,2.556,fdr,498.83333333333337,6
12,2.556,bj,491.4,7
12,2.556,minP,484.0333333333333,8
12,2.556,score,364.0333333333333,9
10,2.333,ggnull,382.03333333333336,1
10,2.333,ghcFull,338.6333333333333,2
10,2.333,fdr,311.66666666666663,3
10,2.333,ghc,307.0,4
10,2.333,minP,303.5333333333333,5
10,2.333,gnull,301.5333333333333,6
10,2.333,hc,289.6,7
10,2.333,bj,266.53333333333336,8
10,2.333,score,233.4,9
10,2.667,ggnull,623.0333333333333,1
10,2.667,ghcFull,561.3333333333334,2
10,2.667,fdr,514.3,3
10,2.667,gnull,509.1333333333333,4
10,2.667,minP,498.56666666666666,5
10,2.667,ghc,496.5,6
10,2.667,bj,476.4,7
10,2.667,hc,456.56666666666666,8
10,2.667,score,317.7,9
12,2.333,ggnull,445.06666666666666,1
12,2.333,ghcFull,388.1666666666667,2
12,2.333,ghc,375.09999999999997,3
12,2.333,gnull,370.33333333333337,4
12,2.333,hc,357.59999999999997,5
12,2.333,fdr,355.1,6
12,2.333,minP,345.53333333333336,7
12,2.333,bj,329.26666666666665,8
12,2.333,score,279.76666666666665,9
12,2.667,ggnull,705.9,1
12,2.667,ghcFull,633.9,2
12,2.667,gnull,610.8333333333334,3
12,2.667,ghc,602.7333333333333,4
12,2.667,bj,576.5,5
12,2.667,fdr,574.0666666666666,6
12,2.667,hc,569.4333333333334,7
12,2.667,minP,556.6333333333333,8
