eps,mu,Type,avgFailRate,pctAllFail
0,0.0,ggnull,0,0
0,0.0,ghc,0,0
4,2.5,ggnull,0,0
4,2.5,ghc,0,0
4,2.0,ggnull,0,0
4,2.0,ghc,0,0
4,3.0,ggnull,0,0
4,3.0,ghc,0,0
2,2.5,ggnull,0,0
2,2.5,ghc,0,0
6,2.5,ggnull,0,0
6,2.5,ghc,0,0
2,2.0,ggnull,0,0
2,2.0,ghc,0,0
2,3.0,ggnull,0,0
2,3.0,ghc,0,0
6,2.0,ggnull,0,0
6,2.0,ghc,0,0
6,3.0,ggnull,0,0
6,3.0,ghc,0,0
