eps,mu,Type,power,r
32,3.0,score,1000.0,1-8
32,3.0,ggnull,1000.0,1-8
32,3.0,ghc,1000.0,1-8
15,2.111,ggnull,260.26666666666665,1
15,2.111,ghc,232.5,2
15,2.111,hc,229.36666666666667,3
15,2.111,gnull,229.16666666666666,4
15,2.111,ghcFull,227.96666666666667,5
15,2.111,fdr,211.26666666666665,6
15,2.111,minP,206.2,7
15,2.111,score,189.9,8
15,2.111,bj,185.96666666666667,9
15,2.889,ggnull,829.6666666666666,1
15,2.889,gnull,767.2,2
15,2.889,ghcFull,764.1333333333333,3
15,2.889,ghc,756.5,4
15,2.889,bj,737.0,5
15,2.889,hc,724.6,6
15,2.889,fdr,699.5666666666667,7
15,2.889,minP,677.6999999999999,8
15,2.889,score,416.8333333333333,9
19,2.111,ggnull,325.7333333333333,1
19,2.111,hc,305.56666666666666,2
19,2.111,gnull,302.56666666666666,3
19,2.111,ghc,300.2666666666667,4
19,2.111,ghcFull,274.3666666666667,5
19,2.111,bj,251.23333333333332,6
19,2.111,fdr,249.23333333333335,7
19,2.111,score,247.13333333333335,8
19,2.111,minP,243.46666666666667,9
19,2.889,ggnull,914.1333333333333,1
19,2.889,gnull,887.0666666666667,2
19,2.889,ghc,877.0,3
19,2.889,hc,867.7333333333333,4
19,2.889,bj,866.0,5
19,2.889,ghcFull,853.3333333333334,6
19,2.889,fdr,783.2333333333333,7
19,2.889,minP,757.0,8
19,2.889,score,572.6999999999999,9
15,2.0,ggnull,214.29999999999998,1
15,2.0,hc,194.06666666666666,2
15,2.0,gnull,193.73333333333335,3
15,2.0,ghc,191.63333333333333,4
15,2.0,ghcFull,187.96666666666667,5
15,2.0,fdr,175.43333333333334,6
15,2.0,minP,171.43333333333334,7
15,2.0,score,168.16666666666666,8
15,2.0,bj,154.4,9
15,3.0,ggnull,892.5666666666666,1
15,3.0,gnull,841.8,2
15,3.0,ghcFull,838.0666666666666,3
15,3.0,ghc,825.5666666666667,4
15,3.0,bj,819.2666666666667,5
15,3.0,hc,800.4,6
15,3.0,fdr,779.3333333333334,7
15,3.0,minP,756.6333333333333,8
15,3.0,score,461.1666666666667,9
19,2.0,ggnull,261.3666666666667,1
19,2.0,hc,252.96666666666667,2
19,2.0,gnull,250.63333333333333,3
19,2.0,ghc,245.36666666666667,4
19,2.0,ghcFull,222.8,5
19,2.0,score,217.63333333333335,6
19,2.0,fdr,205.76666666666665,7
19,2.0,bj,202.9,8
19,2.0,minP,201.4,9
19,3.0,ggnull,955.3000000000001,1
19,3.0,gnull,939.8,2
19,3.0,bj,926.1666666666667,3
19,3.0,ghc,925.4333333333333,4
19,3.0,hc,919.5666666666666,5
19,3.0,ghcFull,911.7666666666667,6
19,3.0,fdr,854.3,7
19,3.0,minP,829.5,8
19,3.0,score,628.1666666666666,9
12,2.444,ggnull,400.9333333333333,1
12,2.444,ghcFull,357.09999999999997,2
12,2.444,ghc,329.73333333333335,3
12,2.444,fdr,328.23333333333335,4
12,2.444,minP,320.03333333333336,5
12,2.444,gnull,317.90000000000003,6
12,2.444,hc,304.06666666666666,7
12,2.444,bj,277.8333333333333,8
12,2.444,score,203.8,9
12,2.556,ggnull,485.8333333333333,1
12,2.556,ghcFull,428.33333333333337,2
12,2.556,fdr,396.7,3
12,2.556,ghc,392.93333333333334,4
12,2.556,gnull,387.8333333333333,5
12,2.556,minP,384.6333333333333,6
12,2.556,hc,361.5,7
12,2.556,bj,350.1,8
12,2.556,score,226.20000000000002,9
22,2.444,ggnull,664.8333333333334,1
22,2.444,gnull,637.0,2
22,2.444,hc,633.5,3
22,2.444,ghc,632.2666666666667,4
22,2.444,bj,583.4666666666667,5
22,2.444,ghcFull,568.8,6
22,2.444,fdr,501.70000000000005,7
22,2.444,minP,483.4,8
22,2.444,score,447.5,9
22,2.556,ggnull,757.7,1
22,2.556,gnull,734.9,2
22,2.556,ghc,731.6,3
22,2.556,hc,728.1,4
22,2.556,bj,690.0,5
22,2.556,ghcFull,661.8333333333334,6
22,2.556,fdr,587.8333333333334,7
22,2.556,minP,564.3000000000001,8
22,2.556,score,505.16666666666663,9
12,2.333,ggnull,330.3333333333333,1
12,2.333,ghcFull,288.7,2
12,2.333,ghc,275.26666666666665,3
12,2.333,gnull,265.5,4
12,2.333,fdr,265.2,5
12,2.333,hc,261.0,6
12,2.333,minP,260.6666666666667,7
12,2.333,bj,227.5,8
12,2.333,score,190.5,9
12,2.667,ggnull,566.8666666666667,1
12,2.667,ghcFull,505.49999999999994,2
12,2.667,ghc,468.06666666666666,3
12,2.667,gnull,463.8,4
12,2.667,fdr,463.4333333333333,5
12,2.667,minP,448.7,6
12,2.667,hc,430.46666666666664,7
12,2.667,bj,425.43333333333334,8
12,2.667,score,256.29999999999995,9
22,2.333,ggnull,568.1666666666667,1
22,2.333,gnull,544.9000000000001,2
22,2.333,hc,540.4333333333333,3
22,2.333,ghc,534.3666666666667,4
22,2.333,bj,486.5333333333333,5
22,2.333,ghcFull,475.0,6
22,2.333,fdr,417.1333333333334,7
22,2.333,minP,404.23333333333335,8
22,2.333,score,398.6,9
22,2.667,ggnull,845.7666666666667,1
22,2.667,gnull,823.4,2
22,2.667,ghc,811.4666666666667,3
22,2.667,hc,808.9666666666666,4
22,2.667,bj,787.4,5
22,2.667,ghcFull,759.7666666666667,6
22,2.667,fdr,680.0666666666667,7
22,2.667,minP,655.2666666666667,8
22,2.667,score,560.8,9
12,2.222,ggnull,272.53333333333336,1
12,2.222,ghcFull,240.1,2
12,2.222,ghc,223.96666666666667,3
12,2.222,fdr,223.43333333333334,4
12,2.222,gnull,221.86666666666665,5
12,2.222,hc,218.56666666666666,6
12,2.222,minP,217.76666666666665,7
12,2.222,bj,184.9,8
12,2.222,score,171.96666666666667,9
12,2.778,ggnull,652.6666666666666,1
12,2.778,ghcFull,588.9666666666666,2
12,2.778,gnull,541.1,3
12,2.778,ghc,538.6666666666666,4
12,2.778,fdr,537.6999999999999,5
12,2.778,minP,521.7666666666668,6
12,2.778,bj,504.09999999999997,7
12,2.778,hc,496.3,8
12,2.778,score,281.8333333333333,9
22,2.222,ggnull,460.53333333333336,1
22,2.222,hc,445.3666666666667,2
22,2.222,gnull,443.06666666666666,3
22,2.222,ghc,436.6333333333333,4
22,2.222,ghcFull,384.2,5
22,2.222,bj,382.9666666666667,6
22,2.222,score,344.6333333333333,7
22,2.222,fdr,341.76666666666665,8
22,2.222,minP,331.3666666666666,9
22,2.778,ggnull,907.5,1
22,2.778,gnull,889.9666666666667,2
22,2.778,ghc,879.1999999999999,3
22,2.778,hc,874.2333333333333,4
22,2.778,bj,865.8000000000001,5
22,2.778,ghcFull,837.9,6
22,2.778,fdr,760.9666666666667,7
22,2.778,minP,731.7666666666667,8
22,2.778,score,623.2333333333333,9
12,2.111,ggnull,214.13333333333335,1
12,2.111,ghcFull,190.23333333333335,2
12,2.111,gnull,184.86666666666667,3
12,2.111,ghc,182.60000000000002,4
12,2.111,hc,180.43333333333334,5
12,2.111,fdr,179.33333333333334,6
12,2.111,minP,176.26666666666665,7
12,2.111,score,152.63333333333335,8
12,2.111,bj,149.56666666666666,9
9,2.0,hc,1.0,1-8
9,2.0,gnull,1.0,1-8
9,2.0,bj,1.0,1-8
9,2.0,fdr,1.0,1-8
9,2.0,minP,1.0,1-8
9,2.0,score,1.0,1-8
9,2.0,ggnull,1.0,1-8
9,2.0,ghc,1.0,1-8
5,2.0,hc,1.0,1-8
5,2.0,gnull,1.0,1-8
5,2.0,bj,1.0,1-8
5,2.0,fdr,1.0,1-8
5,2.0,minP,1.0,1-8
5,2.0,score,1.0,1-8
5,2.0,ggnull,1.0,1-8
5,2.0,ghc,1.0,1-8
2,2.0,hc,1.0,1-8
2,2.0,gnull,1.0,1-8
2,2.0,bj,1.0,1-8
2,2.0,fdr,1.0,1-8
2,2.0,minP,1.0,1-8
2,2.0,score,1.0,1-8
2,2.0,ggnull,1.0,1-8
2,2.0,ghc,1.0,1-8
12,2.889,ggnull,740.0666666666666,1
12,2.889,ghcFull,675.2666666666667,2
12,2.889,gnull,638.2666666666667,3
12,2.889,ghc,622.3666666666667,4
12,2.889,fdr,620.7333333333333,5
12,2.889,minP,603.1,6
12,2.889,bj,602.1666666666666,7
12,2.889,hc,577.2333333333333,8
12,2.889,score,311.43333333333334,9
22,2.111,ggnull,376.2666666666667,1
22,2.111,hc,369.16666666666663,2
22,2.111,gnull,365.93333333333334,3
22,2.111,ghc,356.1333333333334,4
22,2.111,ghcFull,312.16666666666663,5
22,2.111,bj,306.8666666666667,6
22,2.111,score,306.59999999999997,7
22,2.111,fdr,281.8333333333333,8
22,2.111,minP,274.2,9
12,2.0,ggnull,178.76666666666665,1
12,2.0,ghcFull,159.70000000000002,2
12,2.0,ghc,154.83333333333331,3
12,2.0,gnull,154.6,4
12,2.0,hc,152.93333333333334,5
12,2.0,fdr,151.16666666666669,6
12,2.0,minP,149.2,7
12,2.0,score,138.46666666666667,8
12,2.0,bj,124.76666666666667,9
12,3.0,ggnull,812.6666666666666,1
12,3.0,ghcFull,753.6,2
12,3.0,gnull,724.5666666666667,3
12,3.0,ghc,699.9333333333333,4
12,3.0,fdr,699.6666666666666,5
12,3.0,bj,694.1,6
12,3.0,minP,680.2,7
12,3.0,hc,656.5333333333333,8
12,3.0,score,349.4,9
22,2.0,gnull,302.3666666666667,1
22,2.0,hc,301.3666666666667,2
22,2.0,ggnull,300.06666666666666,3
22,2.0,ghc,280.6333333333333,4
22,2.0,score,266.1333333333333,5
22,2.0,ghcFull,252.6,6
22,2.0,bj,245.83333333333331,7
22,2.0,fdr,227.33333333333334,8
22,2.0,minP,220.73333333333335,9
9,2.444,ggnull,309.16666666666663,1
9,2.444,ghcFull,280.6666666666667,2
9,2.444,fdr,263.53333333333336,3
9,2.444,minP,258.83333333333337,4
9,2.444,ghc,234.63333333333333,5
9,2.444,gnull,229.46666666666667,6
9,2.444,hc,213.86666666666667,7
9,2.444,bj,195.63333333333333,8
9,2.444,score,152.66666666666669,9
9,2.556,ggnull,372.2666666666667,1
9,2.556,ghcFull,340.56666666666666,2
9,2.556,fdr,316.8,3
9,2.556,minP,310.7,4
9,2.556,gnull,277.8666666666667,5
9,2.556,ghc,277.3666666666667,6
9,2.556,hc,249.5,7
9,2.556,bj,243.93333333333334,8
9,2.556,score,164.96666666666667,9
25,2.444,ggnull,733.1666666666666,1
25,2.444,gnull,725.7333333333333,2
25,2.444,hc,718.5666666666667,3
25,2.444,ghc,712.4333333333334,4
25,2.444,bj,674.9333333333334,5
25,2.444,ghcFull,627.9666666666667,6
25,2.444,fdr,547.5333333333333,7
25,2.444,minP,525.5666666666666,8
25,2.444,score,522.8000000000001,9
25,2.556,ggnull,818.4333333333334,1
25,2.556,gnull,812.5333333333333,2
25,2.556,hc,806.2333333333333,3
25,2.556,ghc,800.5,4
25,2.556,bj,773.6333333333333,5
25,2.556,ghcFull,718.7,6
25,2.556,fdr,634.1666666666666,7
25,2.556,minP,608.6333333333333,8
25,2.556,score,590.0666666666666,9
9,2.333,ggnull,258.26666666666665,1
9,2.333,ghcFull,235.46666666666667,2
9,2.333,fdr,220.16666666666669,3
9,2.333,minP,215.73333333333332,4
9,2.333,ghc,204.13333333333333,5
9,2.333,gnull,197.9,6
9,2.333,hc,188.06666666666666,7
9,2.333,bj,168.73333333333335,8
9,2.333,score,140.36666666666667,9
9,2.667,ggnull,447.03333333333336,1
9,2.667,ghcFull,406.6,2
9,2.667,fdr,377.6333333333333,3
9,2.667,minP,367.70000000000005,4
9,2.667,ghc,334.93333333333334,5
9,2.667,gnull,333.3,6
9,2.667,bj,301.56666666666666,7
9,2.667,hc,298.26666666666665,8
9,2.667,score,182.10000000000002,9
25,2.333,ggnull,629.1666666666666,1
25,2.333,gnull,621.1,2
25,2.333,hc,619.3,3
25,2.333,ghc,608.8666666666667,4
25,2.333,bj,565.0,5
25,2.333,ghcFull,526.5999999999999,6
25,2.333,score,461.73333333333335,7
25,2.333,fdr,459.76666666666665,8
25,2.333,minP,441.8,9
25,2.667,ggnull,894.2333333333333,1
25,2.667,gnull,887.4,2
25,2.667,hc,883.5,3
25,2.667,ghc,879.6666666666667,4
25,2.667,bj,859.1999999999999,5
25,2.667,ghcFull,814.1,6
25,2.667,fdr,730.5,7
25,2.667,minP,700.6333333333333,8
25,2.667,score,658.6666666666666,9
29,2.778,hc,1000.0,1-8
29,2.778,gnull,1000.0,1-8
29,2.778,bj,1000.0,1-8
29,2.778,fdr,1000.0,1-8
29,2.778,minP,1000.0,1-8
29,2.778,score,1000.0,1-8
29,2.778,ggnull,1000.0,1-8
29,2.778,ghc,1000.0,1-8
32,2.778,hc,1000.0,1-8
32,2.778,gnull,1000.0,1-8
32,2.778,bj,1000.0,1-8
32,2.778,fdr,1000.0,1-8
32,2.778,minP,1000.0,1-8
32,2.778,score,1000.0,1-8
32,2.778,ggnull,1000.0,1-8
32,2.778,ghc,1000.0,1-8
9,2.222,ggnull,212.79999999999998,1
9,2.222,ghcFull,191.70000000000002,2
9,2.222,fdr,179.9,3
9,2.222,minP,177.16666666666666,4
9,2.222,ghc,170.1,5
9,2.222,gnull,167.1,6
9,2.222,hc,162.0,7
9,2.222,bj,139.1,8
9,2.222,score,129.6,9
5,2.111,hc,1.0,1-8
5,2.111,gnull,1.0,1-8
5,2.111,bj,1.0,1-8
5,2.111,fdr,1.0,1-8
5,2.111,minP,1.0,1-8
5,2.111,score,1.0,1-8
5,2.111,ggnull,1.0,1-8
5,2.111,ghc,1.0,1-8
2,2.111,hc,1.0,1-8
2,2.111,gnull,1.0,1-8
2,2.111,bj,1.0,1-8
2,2.111,fdr,1.0,1-8
2,2.111,minP,1.0,1-8
2,2.111,score,1.0,1-8
2,2.111,ggnull,1.0,1-8
2,2.111,ghc,1.0,1-8
9,2.778,ggnull,527.5666666666666,1
9,2.778,ghcFull,481.3,2
9,2.778,fdr,445.83333333333337,3
9,2.778,minP,434.1333333333333,4
9,2.778,gnull,403.2,5
9,2.778,ghc,393.56666666666666,6
9,2.778,bj,369.96666666666664,7
9,2.778,hc,350.1,8
9,2.778,score,201.46666666666667,9
25,2.222,hc,523.6666666666666,1
25,2.222,ggnull,521.9333333333334,2
25,2.222,gnull,518.9666666666667,3
25,2.222,ghc,507.93333333333334,4
25,2.222,bj,455.4666666666667,5
25,2.222,ghcFull,434.66666666666663,6
25,2.222,score,404.6,7
25,2.222,fdr,382.40000000000003,8
25,2.222,minP,369.2,9
25,2.778,ggnull,942.6999999999999,1
25,2.778,gnull,939.4666666666667,2
25,2.778,hc,932.6333333333333,3
25,2.778,ghc,931.5333333333333,4
25,2.778,bj,921.3,5
25,2.778,ghcFull,883.5,6
25,2.778,fdr,809.3000000000001,7
25,2.778,minP,779.5,8
25,2.778,score,710.0333333333333,9
9,2.111,ggnull,175.33333333333334,1
9,2.111,ghcFull,162.83333333333334,2
9,2.111,fdr,154.1,3
9,2.111,minP,151.9,4
9,2.111,ghc,143.7,5
9,2.111,gnull,141.4,6
9,2.111,hc,135.96666666666667,7
9,2.111,score,117.2,8
9,2.111,bj,116.7,9
9,2.889,ggnull,612.2666666666667,1
9,2.889,ghcFull,560.9333333333333,2
9,2.889,fdr,522.4333333333333,3
9,2.889,minP,508.49999999999994,4
9,2.889,gnull,471.3333333333333,5
9,2.889,ghc,455.3666666666666,6
9,2.889,bj,441.2,7
9,2.889,hc,403.1,8
9,2.889,score,221.89999999999998,9
25,2.111,hc,430.06666666666666,1
25,2.111,gnull,424.59999999999997,2
25,2.111,ggnull,420.09999999999997,3
25,2.111,ghc,409.7,4
25,2.111,bj,363.2666666666667,5
25,2.111,score,355.0,6
25,2.111,ghcFull,344.9,7
25,2.111,fdr,304.96666666666664,8
25,2.111,minP,296.3666666666667,9
9,3.0,ggnull,684.0666666666667,1
9,3.0,ghcFull,634.8333333333334,2
9,3.0,fdr,590.0666666666666,3
9,3.0,minP,575.4666666666667,4
9,3.0,gnull,551.1333333333333,5
9,3.0,ghc,528.2666666666667,6
9,3.0,bj,523.2666666666667,7
9,3.0,hc,469.2,8
9,3.0,score,238.76666666666665,9
25,2.0,hc,357.59999999999997,1
25,2.0,gnull,351.1333333333333,2
25,2.0,ggnull,339.0,3
25,2.0,ghc,330.40000000000003,4
25,2.0,score,310.59999999999997,5
25,2.0,bj,289.73333333333335,6
25,2.0,ghcFull,278.56666666666666,7
25,2.0,fdr,249.4,8
25,2.0,minP,242.5,9
5,2.444,ggnull,195.16666666666666,1
5,2.444,ghcFull,184.86666666666667,2
5,2.444,fdr,176.53333333333333,3
5,2.444,minP,173.73333333333332,4
5,2.444,ghc,136.63333333333333,5
5,2.444,gnull,133.53333333333333,6
5,2.444,hc,120.53333333333335,7
5,2.444,bj,115.0,8
5,2.444,score,96.86666666666667,9
2,2.333,hc,1.0,1-8
2,2.333,gnull,1.0,1-8
2,2.333,bj,1.0,1-8
2,2.333,fdr,1.0,1-8
2,2.333,minP,1.0,1-8
2,2.333,score,1.0,1-8
2,2.333,ggnull,1.0,1-8
2,2.333,ghc,1.0,1-8
2,2.222,hc,1.0,1-8
2,2.222,gnull,1.0,1-8
2,2.222,bj,1.0,1-8
2,2.222,fdr,1.0,1-8
2,2.222,minP,1.0,1-8
2,2.222,score,1.0,1-8
2,2.222,ggnull,1.0,1-8
2,2.222,ghc,1.0,1-8
5,2.556,ggnull,234.13333333333333,1
5,2.556,ghcFull,219.96666666666667,2
5,2.556,fdr,210.5,3
5,2.556,minP,207.13333333333333,4
5,2.556,ghc,161.16666666666669,5
5,2.556,gnull,158.73333333333335,6
5,2.556,bj,142.06666666666666,7
5,2.556,hc,141.16666666666666,8
5,2.556,score,105.43333333333334,9
2,2.444,hc,1.0,1-8
2,2.444,gnull,1.0,1-8
2,2.444,bj,1.0,1-8
2,2.444,fdr,1.0,1-8
2,2.444,minP,1.0,1-8
2,2.444,score,1.0,1-8
2,2.444,ggnull,1.0,1-8
2,2.444,ghc,1.0,1-8
29,2.444,hc,813.6999999999999,1
29,2.444,gnull,813.2666666666667,2
29,2.444,ggnull,802.6666666666666,3
29,2.444,ghc,796.1666666666667,4
29,2.444,bj,770.2333333333333,5
29,2.444,ghcFull,692.5,6
29,2.444,score,629.9666666666667,7
29,2.444,fdr,600.6666666666666,8
29,2.444,minP,575.8,9
29,2.556,gnull,888.0666666666667,1
29,2.556,hc,886.8666666666667,2
29,2.556,ggnull,878.7333333333333,3
29,2.556,ghc,875.0,4
29,2.556,bj,857.7666666666667,5
29,2.556,ghcFull,785.4666666666667,6
29,2.556,score,694.0666666666667,7
29,2.556,fdr,691.3000000000001,8
29,2.556,minP,661.3333333333334,9
32,2.667,hc,1000.0,1-8
32,2.667,gnull,1000.0,1-8
32,2.667,bj,1000.0,1-8
32,2.667,fdr,1000.0,1-8
32,2.667,minP,1000.0,1-8
32,2.667,score,1000.0,1-8
32,2.667,ggnull,1000.0,1-8
32,2.667,ghc,1000.0,1-8
5,2.333,ggnull,159.66666666666669,1
5,2.333,ghcFull,152.06666666666666,2
5,2.333,fdr,147.53333333333333,3
5,2.333,minP,145.7,4
5,2.333,ghc,116.76666666666667,5
5,2.333,gnull,116.66666666666667,6
5,2.333,hc,107.2,7
5,2.333,bj,100.83333333333333,8
5,2.333,score,88.73333333333333,9
5,2.667,ggnull,274.4333333333333,1
5,2.667,ghcFull,258.56666666666666,2
5,2.667,fdr,246.60000000000002,3
5,2.667,minP,242.7,4
5,2.667,gnull,183.83333333333331,5
5,2.667,ghc,177.1,6
5,2.667,bj,162.73333333333335,7
5,2.667,hc,156.1,8
5,2.667,score,109.56666666666668,9
29,2.333,hc,720.3000000000001,1
29,2.333,gnull,717.7333333333333,2
29,2.333,ggnull,701.5333333333333,3
29,2.333,ghc,698.0666666666666,4
29,2.333,bj,665.1666666666666,5
29,2.333,ghcFull,589.0666666666666,6
29,2.333,score,557.8333333333333,7
29,2.333,fdr,511.2,8
29,2.333,minP,491.20000000000005,9
29,2.667,gnull,943.6666666666666,1
29,2.667,hc,938.0333333333334,2
29,2.667,ggnull,937.3666666666667,3
29,2.667,ghc,930.5333333333333,4
29,2.667,bj,924.1,5
29,2.667,ghcFull,866.8333333333334,6
29,2.667,fdr,781.5999999999999,7
29,2.667,score,762.7,8
29,2.667,minP,748.8666666666667,9
5,2.222,ggnull,136.83333333333334,1
5,2.222,ghcFull,129.36666666666665,2
5,2.222,fdr,125.4,3
5,2.222,minP,123.36666666666666,4
5,2.222,ghc,105.53333333333335,5
5,2.222,gnull,102.86666666666666,6
5,2.222,hc,99.26666666666667,7
5,2.222,score,87.13333333333333,8
5,2.222,bj,86.93333333333334,9
5,2.778,ggnull,328.76666666666665,1
5,2.778,ghcFull,309.16666666666663,2
5,2.778,fdr,294.5333333333333,3
5,2.778,minP,290.0333333333333,4
5,2.778,gnull,213.4,5
5,2.778,ghc,204.06666666666666,6
5,2.778,bj,197.36666666666667,7
5,2.778,hc,172.6,8
5,2.778,score,115.2,9
29,2.222,hc,622.0666666666666,1
29,2.222,gnull,614.9,2
29,2.222,ggnull,595.4666666666667,3
29,2.222,ghc,595.0333333333333,4
29,2.222,bj,553.2666666666667,5
29,2.222,score,502.0,6
