eps,mu,Type,power,r
0,0.0,fdr,52.93333333333333,1
0,0.0,minP,52.8,2
0,0.0,ghcFull,52.6,3
0,0.0,ggnull,49.6,4
0,0.0,ghc,49.36666666666667,5
0,0.0,hc,49.13333333333333,6
0,0.0,score,49.03333333333333,7
0,0.0,gnull,47.800000000000004,8
0,0.0,bj,47.36666666666667,9
8,2.444,ggnull,413.3333333333333,1
8,2.444,ghcFull,381.6333333333333,2
8,2.444,fdr,354.3333333333333,3
8,2.444,minP,346.6333333333333,4
8,2.444,gnull,324.1,5
8,2.444,ghc,321.2333333333333,6
8,2.444,hc,288.8666666666667,7
8,2.444,bj,288.1666666666667,8
8,2.444,score,229.86666666666667,9
8,2.556,ggnull,486.56666666666666,1
8,2.556,ghcFull,447.2,2
8,2.556,fdr,414.5,3
8,2.556,minP,403.1666666666667,4
8,2.556,gnull,384.33333333333337,5
8,2.556,ghc,375.06666666666666,6
8,2.556,bj,348.6,7
8,2.556,hc,334.93333333333334,8
8,2.556,score,254.1,9
9,2.444,ggnull,458.73333333333335,1
9,2.444,ghcFull,419.6333333333334,2
9,2.444,fdr,386.3666666666667,3
9,2.444,minP,377.8,4
9,2.444,gnull,372.56666666666666,5
9,2.444,ghc,369.90000000000003,6
9,2.444,hc,335.3333333333333,7
9,2.444,bj,335.2,8
9,2.444,score,266.3333333333333,9
9,2.556,ggnull,542.1,1
9,2.556,ghcFull,495.06666666666666,2
9,2.556,fdr,454.1666666666667,3
9,2.556,gnull,443.3666666666667,4
9,2.556,minP,442.59999999999997,5
9,2.556,ghc,431.0,6
9,2.556,bj,407.9,7
9,2.556,hc,391.29999999999995,8
9,2.556,score,295.43333333333334,9
8,2.333,ggnull,345.3333333333333,1
8,2.333,ghcFull,317.53333333333336,2
8,2.333,fdr,295.5333333333333,3
8,2.333,minP,289.76666666666665,4
8,2.333,ghc,271.1666666666667,5
8,2.333,gnull,267.23333333333335,6
8,2.333,hc,247.26666666666665,7
8,2.333,bj,234.83333333333334,8
8,2.333,score,206.23333333333332,9
8,2.667,ggnull,565.7666666666667,1
8,2.667,ghcFull,527.4333333333333,2
8,2.667,fdr,488.6333333333333,3
8,2.667,minP,477.0333333333333,4
8,2.667,gnull,455.7,5
8,2.667,ghc,433.56666666666666,6
8,2.667,bj,424.20000000000005,7
