scenario,Type,.05,.01
mu: 0- eps: 0,ell_0.4_MC,0.0625,0.0025
mu: 0- eps: 0,ell_0.1_MC,0.07125,0.00625
mu: 0- eps: 0,ell_0.5_MC,0.06,0.0025
mu: 0- eps: 0,ell_0.3_MC,0.06,0.0025
mu: 0- eps: 0,ell_0.2_MC,0.06375,0.005
